web_name,gw,cc
M.Salah,21,4
Palmer,21,2
Enzo,21,7
Mbeumo,21,5
Kulusevski,21,4
Tielemans,21,3
Damsgaard,21,2
Andreas,21,0
Ødegaard,21,4
Rice,21,1
Luis Díaz,21,2
Davis,21,1
Pedro Porro,21,1
Eze,21,1
Iwobi,21,5
Szoboszlai,21,3
De Bruyne,21,8
Son,21,0
Gordon,21,1
Cunha,21,2
Alexander-Arnold,21,0
Saka,21,0
Bowen,21,0
Cook,21,1
Gibbs-White,21,1
Bruno G.,21,4
Rogers,21,1
Kluivert,21,0
Semenyo,21,0
Hudson-Odoi,21,0
Bernardo,21,1
Mac Allister,21,2
Foden,21,3
Elanga,21,2
Savinho,21,0
Maddison,21,0
Christie,21,1
Neto,21,0
Robinson,21,5
Amad,21,3
Robertson,21,0
Muñoz,21,2
Trossard,21,1
Isak,21,1
Adama,21,1
Mitchell,21,1
J.Murphy,21,1
I.Sarr,21,2
Tavernier,21,0
Sancho,21,2
L.Paquetá,21,0
Aït-Nouri,21,1
Digne,21,0
Gündogan,21,1
Mitoma,21,2
Martinelli,21,1
Anderson,21,0
Gakpo,21,3
Hall,21,1
McNeil,21,0
Harrison,21,1
O.Dango,21,0
El Khannouss,21,1
Kerkez,21,0
Garnacho,21,3
M.Fernandes,21,1
João Pedro,21,0
Manning,21,0
Wan-Bissaka,21,1
Hughes,21,0
Madueke,21,2
N.Jackson,21,2
Kovačić,21,2
Kudus,21,0
Mateta,21,1
Caicedo,21,0
Rashford,21,0
Haaland,21,1
Dalot,21,0
Ayari,21,0
McGinn,21,0
Gravenberch,21,0
Doku,21,0
Bellegarde,21,1
Estupiñan,21,1
A.Doucoure,21,0
Wharton,21,0
Gvardiol,21,0
Buonanotte,21,2
Lukić,21,0
Minteh,21,0
Wissa,21,1
Grealish,21,0
Joelinton,21,1
J.Clarke,21,0
Watkins,21,1
Hutchinson,21,0
Walker-Peters,21,2
Lewis-Potter,21,1
Evanilson,21,0
Mavididi,21,3
Eriksen,21,1
Willock,21,0
Livramento,21,0
Matheus N.,21,3
N.Semedo,21,2
Gusto,21,0
Casemiro,21,0
Barnes,21,0
J.Gomes,21,1
Dibling,21,1
Schade,21,1
Baleba,21,1
Mykolenko,21,2
Tonali,21,3
Jones,21,0
Delap,21,1
Young,21,1
Lindstrøm,21,1
Georginio,21,2
Gana,21,0
Johnson,21,0
Kamada,21,0
Wood,21,0
Vardy,21,1
Trippier,21,0
Kristiansen,21,2
Raúl,21,1
Morsy,21,0
Smith Rowe,21,0
Wilson,21,2
Mazraoui,21,3
Cucurella,21,1
Ramsey,21,0
Maatsen,21,0
Berge,21,0
Strand Larsen,21,2
Winks,21,0
J.Timber,21,0
Thomas,21,1
Sugawara,21,1
Yates,21,0
Summerville,21,0
Ndiaye,21,0
Welbeck,21,0
O'Riley,21,2
Udogie,21,0
Ward-Prowse,21,0
Kilman,21,0
Emerson,21,0
Aribo,21,2
Bailey,21,0
Tarkowski,21,1
Nørgaard,21,0
Havertz,21,0
Adams,21,1
Ndidi,21,0
N.Williams,21,0
Merino,21,0
Brooks,21,1
Downes,21,0
P.M.Sarr,21,0
Jensen,21,4
André,21,2
Højlund,21,2
Solanke,21,0
Nkunku,21,0
Souček,21,0
Janelt,21,0
J.Ayew,21,1
Ugochukwu,21,0
Gruda,21,0
Enciso,21,0
Harwood-Bellis,21,2
Jota Silva,21,0
Roerslev,21,2
Mainoo,21,0
Huijsen,21,1
Hinshelwood,21,0
Van Hecke,21,1
Dominguez,21,0
Adingra,21,1
Nelson,21,0
Justin,21,2
Füllkrug,21,0
Aina,21,0
Marmoush,21,
Sarabia,21,0
C.Soler,21,0
Gabriel,21,0
Colwill,21,1
Zirkzee,21,2
Guéhi,21,0
Virgil,21,1
M.Asensio,21,
Nwaneri,21,0
Murillo,21,0
R.Gomes,21,1
Alcaraz,21,0
Johnson,21,0
Bergvall,21,1
Doherty,21,0
Álvarez,21,0
Garner,21,0
Tsimikas,21,1
Wieffer,21,0
Nketiah,21,0
Diogo J.,21,0
Guedes,21,0
Zabarnyi,21,0
Cajuste,21,0
Mario Jr.,21,0
Scott,21,0
James,21,1
Werner,21,0
Cash,21,0
Burns,21,1
Konaté,21,0
Spence,21,0
Castagne,21,1
B.Soumaré,21,0
Kamara,21,1
Toti,21,0
Ajer,21,0
Lerma,21,0
Skipp,21,1
Antonio,21,0
Sinisterra,21,0
Smallbone,21,0
Bentancur,21,0
Collins,21,0
Ugarte,21,0
Armstrong,21,0
Barkley,21,0
Kamaldeen,21,0
Bree,21,1
Akanji,21,1
Martinez,21,1
Darwin,21,0
Tel,21,
Sessegnon,21,0
Cairney,21,0
Milenković,21,0
Burn,21,0
G.Jesus,21,0
Yarmoliuk,21,0
Sosa,21,0
Alex Moreno,21,0
Beto,21,0
Mangala,21,0
Philip,21,0
Sterling,21,0
Onuachu,21,0
Pinnock,21,0
White,21,0
Dorgu,21,
Tierney,21,1
Tete,21,0
Onana,21,0
Muniz,21,0
Walker,21,0
Lewis,21,0
Chalobah,21,0
Saliba,21,0
Lavia,21,0
Romero,21,0
Munetsi,21,
Smith,21,0
Calvert-Lewin,21,0
Doyle,21,0
Cresswell,21,0
Lacroix,21,0
Devenny,21,0
João Félix,21,0
Ings,21,1
Coufal,21,0
Maguire,21,0
De Cordova-Reid,21,0
A.Fatawu,21,0
Elliott,21,0
Burgess,21,0
Chaplin,21,0
Broadhead,21,1
Bissouma,21,0
Lewis-Skelly,21,0
De Ligt,21,0
Calafiori,21,0
McAteer,21,3
Jaden,21,0
Veltman,21,0
O'Brien,21,0
W.Fofana,21,0
Mavropanos,21,0
Shaw,21,0
Odobert,21,0
Phillips,21,0
Mount,21,0
Lamptey,21,0
Van den Berg,21,1
Schär,21,0
F.Kadıoğlu,21,0
Konsa,21,0
George,21,0
Gómez,21,0
Willian,21,
Disasi,21,0
Rúben,21,0
Bradley,21,0
Ferguson,21,0
Dunk,21,0
Bednarek,21,0
Taylor,21,0
Senesi,21,0
Agbadou,21,0
Richarlison,21,1
Duran,21,0
Townsend,21,0
Faes,21,1
Longstaff,21,0
Milner,21,0
Tuanzebe,21,0
Lallana,21,0
Dragusin,21,1
O’Reilly,21,0
Broja,21,0
Ederson M.,21,0
Enes Ünal,21,0
Szmodics,21,0
Sangaré,21,0
Carvalho,21,0
Archer,21,0
Clyne,21,0
Jebbison,21,1
L.Guilherme,21,0
Dewsbury-Hall,21,0
Hill,21,0
Mings,21,1
Lindelof,21,0
Antony,21,1
A. Garcia,21,
Moore,21,0
Almirón,21,1
Hee Chan,21,0
Andersen,21,0
Greaves,21,0
Hirst,21,0
Stephens,21,0
Iroegbunam,21,0
King,21,1
G.Rodríguez,21,0
Diop,21,0
Moder,21,0
March,21,0
Brereton Díaz,21,0
Webster,21,0
Vestergaard,21,0
O'Shea,21,0
Thomas,21,0
Jorginho,21,0
Kiwior,21,0
Thiago,21,0
Ogbene,21,0
Dawson,21,0
Todibo,21,0
Bogarde,21,0
Davies,21,0
Kayode,21,
Kelly,21,0
Choudhury,21,0
Fraser,21,0
Van de Ven,21,0
José Sá,21,0
Chilwell,21,0
Awoniyi,21,0
Branthwaite,21,0
Bassey,21,0
Schlupp,21,0
Gomez,21,0
Pickford,21,0
C.Richards,21,0
Patterson,21,0
Stones,21,0
McAtee,21,0
Scarles,21,1
Leno,21,0
Collyer,21,0
Welington,21,0
Edouard,21,0
Khusanov,21,
Flekken,21,0
Henderson,21,0
Tosin,21,0
Mudryk,21,0
Pau,21,0
Malen,21,
Danso,21,
Martinez,21,0
Al-Hamadi,21,0
Zinchenko,21,0
Mosquera,21,0
Pedro Lima,21,0
Gray,21,0
H.Clarke,21,0
Forbs,21,0
Miley,21,0
Igor,21,0
Reed,21,0
A.Becker,21,0
Krafth,21,0
Pope,21,0
Sels,21,0
Reguilón,21,0
Aké,21,0
Endo,21,0
Daka,21,0
Keane,21,0
Onana,21,0
Marc Guiu,21,0
Wilson,21,0
Malacia,21,0
Quansah,21,0
Maghoma,21,0
Bobb,21,0
Coady,21,0
Walton,21,0
Amass,21,0
Kinsky,21,0
Esse,21,
Sánchez,21,0
Edozie,21,0
Johnstone,21,0
Grønbæk,21,
Orford,21,0
Palmer,21,
N.Gonzalez,21,
Irving,21,0
Amo-Ameyaw,21,0
Yoro,21,0
C.Doucouré,21,0
Rodrigo,21,0
Chiquinho,21,0
Buendia,21,0
Jay Robinson,21,
Agbinone,21,0
Taylor,21,0
Osula,21,0
Wood,21,0
Arrizabalaga,21,0
Armstrong,21,0
Scarlett,21,0
Verbruggen,21,0
Bates,21,0
Faivre,21,0
Fletcher,21,0
Kporha,21,0
H.Traorè,21,0
Mepham,21,0
Wilson-Esbrand,21,0
Marsh,21,0
McConville,21,0
Kinsey,21,0
Travers,21,0
Paulsen,21,0
Broggio,21,0
Neto,21,0
Jørgensen,21,0
Casadei,21,0
Bettinelli,21,0
Bergström,21,0
B.Badiashile,21,0
Trevitt,21,0
Moran,21,0
Dennis,21,0
J.Araujo,21,0
Toney,21,0
Rushworth,21,0
Onyeka,21,0
Mee,21,0
Konak,21,0
Alves,21,0
Godo,21,0
Gross,21,0
Gilmour,21,0
Dahoud,21,0
Cozier-Duberry,21,0
Baker-Boaitey,21,0
Peart-Harris,21,0
I.Osman,21,0
Lankshear,21,0
Ji-soo,21,0
Hickey,21,0
Henry,21,0
Dasilva,21,0
Brierley,21,0
G.Nunes,21,0
Dixon,21,0
Kaboré,21,0
J.Cuenca,21,0
Nelson,21,0
Metcalfe,21,0
Umeh-Chibueze,21,0
Casey,21,0
Zych,21,0
Swinkels,21,0
Setford,21,0
Oulad M'hand,21,0
Meupiyou,21,0
Chiesa,21,0
Begovic,21,0
Monga,21,
Charlie Tasker,21,
Gower,21,
Neave,21,
Dermot Mee,21,
Genesis Antwi,21,
Benjamin Fredrick,21,
João Cancelo,21,0
Tom Taylor,21,
Boniface,21,
Jake Evans,21,
Barco,21,0
Harry Howell,21,
Freddie Simmonds,21,
Heaton,21,0
Hannibal,21,0
Evans,21,0
Bayindir,21,0
Ortega Moreno,21,0
Barrenechea,21,0
McConnell,21,0
Kelleher,21,0
Pellistri,21,0
McTominay,21,0
Olabade Aluko,21,
Sadi,21,0
Adu-Adjei,21,0
Hennessey,21,0
Kayi Sanda,21,0
Yang,21,0
Vitor Reis,21,
Ajayi,21,
Silcott-Duberry,21,
McKenna,21,
Coulibaly,21,
Gauci,21,0
Amougou,21,
Diego Carlos,21,0
Diaby,21,0
Dendoncker,21,0
Guardiola,21,
Arteta,21,
Djiga,21,
Olsen,21,0
Nedeljkovic,21,0
Marschall,21,0
Kesler-Hayden,21,0
Iling Jr,21,0
Hause,21,0
Dobbin,21,0
Okoduwa,21,0
Jimoh,21,0
Danns,21,0
Wilson-Brown,21,0
Rees-Dottin,21,0
Kacurri,21,0
Young,21,0
Morato,21,0
Meghoma,21,0
Wheatley,21,0
Rodney,21,0
Williams-Barnett,21,0
Pond,21,0
Samuels,21,0
Nichols,21,0
Yogane,21,0
Jaros,21,0
Kabia,21,0
Heaven,21,0
Fitzgerald,21,0
Simpson-Pusey,21,0
Wright,21,0
Davies,21,0
Cahill,21,0
Butler-Oyedeji,21,0
Nyoni,21,0
Winterburn,21,0
Mayers,21,0
Slater,21,0
Hardy,21,0
Olusesi,21,0
Edozie,21,0
Mubama,21,0
Acheampong,21,0
Rak-Sakyi,21,0
Cartwright,21,0
Akinmboni,21,0
Nallo,21,0
Kukonki,21,0
Amissah,21,0
Abbott,21,0
Arthur,21,0
Brits,21,0
Alleyne,21,0
Harris,21,0
King,21,0
Dorrington,21,0
Godfrey,21,0
Soler,21,0
O'Brien-Whitmarsh,21,0
J.Alvarez,21,0
Carson,21,0
R.Williams,21,0
N.Phillips,21,0
Lascelles,21,0
Kuol,21,0
Hayden,21,0
Dúbravka,21,0
Botman,21,0
Golding,21,0
Undav,21,0
Ruddy,21,0
Odysseas,21,0
Lewis,21,0
Ward,21,0
Stolarczyk,21,0
Souttar,21,0
Ricardo,21,0
Okoli,21,0
Marcal,21,0
Iversen,21,0
Hermansen,21,0
Targett,21,0
Clark,21,0
Bajcetic,21,0
O.Richards,21,0
Mighten,21,0
Dennis,21,0
Danilo,21,0
Da Silva Moreira,21,0
C.Miguel,21,0
Bowler,21,0
Boly,21,0
Worrall,21,0
A.Murphy,21,0
Turner,21,0
Toffolo,21,0
Panzo,21,0
Omobamidele,21,0
O'Brien,21,0
Ladapo,21,0
Humphreys,21,0
Harness,21,0
Edmundson,21,0
Baggott,21,0
Vinicius,21,0
Ui-jo,21,0
Cassanova,21,
Eyestone,21,
Knight,21,
Tomiyasu,21,0
Raya,21,0
Ramsdale,21,0
Hein,21,0
Fábio Vieira,21,0
Jack Henry-Francis,21,
Maresca,21,
Morton,21,0
Hürzeler,21,
Echeverri,21,
Mané,21,
Graczyk,21,
Samuels-Smith,21,
Mheuka,21,
Morgan,21,
Koné,21,
Moorhouse,21,
Fredricson,21,
Obi,21,
Coby Ebere,21,
Sherif,21,0
Iraola,21,
Emery,21,
Anthony,21,0
Aarons,21,0
Sousa,21,0
Sinisalo,21,0
Rusk,21,
Nuno,21,
Howe,21,
Amorim,21,
Slot,21,
Harrison,21,
Moyes,21,
Glasner,21,
Porter,21,
Van Nistelrooy,21,
Silva,21,
Frank,21,
Pereira,21,
Potter,21,
Postecoglou,21,
Heath,21,
Cashin,21,
McKenna,21,
Peupion,21,0
Offiah,21,0
Cornet,21,0
Areola,21,0
Coleman,21,0
Ward,21,0
Rak-Sakyi,21,0
Ozoh,21,0
Bentley,21,0
B.Traore,21,0
Doak,21,0
N.Aguerd,21,0
Foderingham,21,0
Fabianski,21,0
Earthy,21,0
Gallagher,21,0
Deivid,21,0
D.D.Fofana,21,0
Chukwuemeka,21,0
Cundle,21,0
Chiwome,21,0
Chirewa,21,0
Zouma,21,0
Zanka,21,0
Valdimarsson,21,0
Hodge,21,0
H.Bueno,21,0
Gonzalez,21,0
Fraser,21,0
Fábio Silva,21,0
Ahamada,21,0
S.Bueno,21,0
Podence,21,0
King,21,0
Sarmiento,21,0
Hoever,21,0
O’Mahony,21,0
Mazilu,21,0
Kozlowski,21,0
Wiley,21,0
Pivas,21,0
Muric,21,0
Ângelo,21,0
Andrey Santos,21,0
Anselmino,21,
Steele,21,0
Kalajdžić,21,0
Chadi Riad,21,0
Cannon,21,0
Woolfenden,21,0
Slicker,21,0
Ndaba,21,0
Luongo,21,0
Lis,21,0
Larios,21,0
Edwards,21,0
Charles,21,0
Bella-Kotchap,21,0
Renato Veiga,21,0
Austin,21,0
A.Phillips,21,0
Stewart,21,0
McCarthy,21,0
Mara,21,0
Lumley,21,0
Y. Chermiti,21,0
Maupay,21,0
J.Virginia,21,0
Holgate,21,0
White,21,0
Bazunu,21,0
Petrović,21,0
M.Sarr,21,0
Lukaku,21,0
Kellyman,21,0
B.Fernandes,22,1
M.Salah,22,7
Palmer,22,2
Enzo,22,0
Mbeumo,22,1
Kulusevski,22,5
Tielemans,22,0
Damsgaard,22,1
Andreas,22,0
Ødegaard,22,1
Rice,22,1
Luis Díaz,22,1
Davis,22,1
Pedro Porro,22,0
Eze,22,4
Iwobi,22,0
Szoboszlai,22,1
De Bruyne,22,3
Son,22,0
Gordon,22,1
Cunha,22,1
Alexander-Arnold,22,5
Saka,22,0
Bowen,22,0
Cook,22,2
Gibbs-White,22,1
Bruno G.,22,3
Rogers,22,1
Kluivert,22,3
Semenyo,22,2
Hudson-Odoi,22,1
Bernardo,22,0
Mac Allister,22,3
Foden,22,2
Elanga,22,1
Savinho,22,0
Maddison,22,0
Christie,22,1
Neto,22,1
Robinson,22,1
Amad,22,4
Robertson,22,3
Muñoz,22,2
Trossard,22,3
Isak,22,1
Adama,22,1
Mitchell,22,0
J.Murphy,22,0
I.Sarr,22,0
Tavernier,22,0
Sancho,22,1
L.Paquetá,22,0
Aït-Nouri,22,1
Digne,22,1
Gündogan,22,1
Mitoma,22,2
Martinelli,22,0
Anderson,22,0
Gakpo,22,4
Hall,22,1
McNeil,22,0
Harrison,22,0
O.Dango,22,1
El Khannouss,22,2
Kerkez,22,0
Garnacho,22,0
M.Fernandes,22,3
João Pedro,22,0
Manning,22,1
Wan-Bissaka,22,1
Hughes,22,1
Madueke,22,1
N.Jackson,22,2
Kovačić,22,3
Kudus,22,0
Mateta,22,1
Caicedo,22,0
Rashford,22,0
Haaland,22,1
Dalot,22,1
Ayari,22,0
McGinn,22,0
Gravenberch,22,2
Doku,22,3
Bellegarde,22,0
Estupiñan,22,0
A.Doucoure,22,0
Wharton,22,0
Gvardiol,22,0
Buonanotte,22,0
Lukić,22,2
Minteh,22,2
Wissa,22,3
Grealish,22,0
Joelinton,22,0
J.Clarke,22,1
Watkins,22,0
Hutchinson,22,1
Walker-Peters,22,1
Lewis-Potter,22,1
Evanilson,22,0
Mavididi,22,0
Eriksen,22,0
Willock,22,0
Livramento,22,0
Matheus N.,22,0
N.Semedo,22,0
Gusto,22,0
Casemiro,22,0
Barnes,22,0
J.Gomes,22,3
Dibling,22,0
Schade,22,0
Baleba,22,1
Mykolenko,22,0
Tonali,22,0
Jones,22,1
Delap,22,0
Young,22,0
Lindstrøm,22,4
Georginio,22,0
Gana,22,2
Johnson,22,0
Kamada,22,0
Wood,22,2
Vardy,22,1
Trippier,22,1
Kristiansen,22,0
Raúl,22,0
Morsy,22,0
Smith Rowe,22,1
Wilson,22,7
Mazraoui,22,1
Cucurella,22,0
Ramsey,22,0
Maatsen,22,0
Berge,22,0
Strand Larsen,22,0
Winks,22,0
J.Timber,22,0
Thomas,22,2
Sugawara,22,0
Yates,22,0
Summerville,22,0
Ndiaye,22,1
Welbeck,22,0
O'Riley,22,0
Udogie,22,0
Ward-Prowse,22,0
Kilman,22,0
Emerson,22,1
Aribo,22,1
Bailey,22,1
Tarkowski,22,1
Nørgaard,22,1
Havertz,22,1
Adams,22,1
Ndidi,22,0
N.Williams,22,1
Merino,22,1
Brooks,22,4
Downes,22,0
P.M.Sarr,22,0
Jensen,22,0
André,22,0
Højlund,22,0
Solanke,22,0
Nkunku,22,0
Souček,22,0
Janelt,22,1
J.Ayew,22,0
Ugochukwu,22,1
Gruda,22,0
Enciso,22,0
Harwood-Bellis,22,0
Jota Silva,22,1
Roerslev,22,1
Mainoo,22,0
Huijsen,22,0
Hinshelwood,22,0
Van Hecke,22,0
Dominguez,22,1
Adingra,22,0
Nelson,22,0
Justin,22,2
Füllkrug,22,0
Aina,22,1
Marmoush,22,
Sarabia,22,1
C.Soler,22,1
Gabriel,22,2
Colwill,22,0
Zirkzee,22,0
Guéhi,22,0
Virgil,22,1
M.Asensio,22,
Nwaneri,22,0
Murillo,22,0
R.Gomes,22,2
Alcaraz,22,0
Johnson,22,3
Bergvall,22,0
Doherty,22,0
Álvarez,22,0
Garner,22,0
Tsimikas,22,2
Wieffer,22,0
Nketiah,22,0
Diogo J.,22,0
Guedes,22,0
Zabarnyi,22,0
Cajuste,22,1
Mario Jr.,22,0
Scott,22,0
James,22,2
Werner,22,0
Cash,22,1
Burns,22,0
Konaté,22,2
Spence,22,0
Castagne,22,1
B.Soumaré,22,0
Kamara,22,0
Toti,22,0
Ajer,22,0
Lerma,22,0
Skipp,22,0
Antonio,22,0
Sinisterra,22,0
Smallbone,22,0
Bentancur,22,0
Collins,22,0
Ugarte,22,0
Armstrong,22,0
Barkley,22,0
Kamaldeen,22,0
Bree,22,0
Akanji,22,0
Martinez,22,0
Darwin,22,0
Tel,22,
Sessegnon,22,0
Cairney,22,0
Milenković,22,0
Burn,22,0
G.Jesus,22,0
Yarmoliuk,22,0
Sosa,22,0
Alex Moreno,22,0
Beto,22,0
Mangala,22,1
Philip,22,0
Sterling,22,0
Onuachu,22,0
Pinnock,22,0
White,22,0
Dorgu,22,
Tierney,22,0
Tete,22,0
Onana,22,0
Muniz,22,0
Walker,22,0
Lewis,22,0
Chalobah,22,2
Saliba,22,0
Lavia,22,0
Romero,22,0
Munetsi,22,
Smith,22,0
Calvert-Lewin,22,1
Doyle,22,0
Cresswell,22,0
Lacroix,22,0
Devenny,22,0
João Félix,22,0
Ings,22,0
Coufal,22,0
Maguire,22,0
De Cordova-Reid,22,0
A.Fatawu,22,0
Elliott,22,1
Burgess,22,0
Chaplin,22,0
Broadhead,22,0
Bissouma,22,0
Lewis-Skelly,22,0
De Ligt,22,2
Calafiori,22,0
McAteer,22,0
Jaden,22,0
Veltman,22,0
O'Brien,22,1
W.Fofana,22,0
Mavropanos,22,1
Shaw,22,0
Odobert,22,0
Phillips,22,0
Mount,22,0
Lamptey,22,0
Van den Berg,22,0
Schär,22,0
F.Kadıoğlu,22,0
Konsa,22,0
George,22,0
Gómez,22,0
Willian,22,
Disasi,22,0
Rúben,22,0
Bradley,22,0
Ferguson,22,0
Dunk,22,0
Bednarek,22,1
Taylor,22,0
Senesi,22,0
Agbadou,22,0
Richarlison,22,0
Duran,22,0
Townsend,22,0
Faes,22,0
Longstaff,22,0
Milner,22,0
Tuanzebe,22,0
Lallana,22,0
Dragusin,22,0
O’Reilly,22,0
Broja,22,0
Ederson M.,22,0
Enes Ünal,22,0
Szmodics,22,0
Sangaré,22,0
Carvalho,22,0
Archer,22,1
Clyne,22,0
Jebbison,22,1
L.Guilherme,22,0
Dewsbury-Hall,22,1
Hill,22,0
Mings,22,0
Lindelof,22,0
Antony,22,0
A. Garcia,22,
Moore,22,1
Almirón,22,0
Hee Chan,22,0
Andersen,22,0
Greaves,22,0
Hirst,22,0
Stephens,22,0
Iroegbunam,22,0
King,22,0
G.Rodríguez,22,0
Diop,22,0
Moder,22,0
March,22,0
Brereton Díaz,22,0
Webster,22,0
Vestergaard,22,0
O'Shea,22,0
Thomas,22,0
Jorginho,22,0
Kiwior,22,0
Thiago,22,0
Ogbene,22,0
Dawson,22,0
Todibo,22,0
Bogarde,22,1
Davies,22,0
Kayode,22,
Kelly,22,0
Choudhury,22,0
Fraser,22,0
Van de Ven,22,0
José Sá,22,0
Chilwell,22,0
Awoniyi,22,0
Branthwaite,22,0
Bassey,22,0
Schlupp,22,0
Gomez,22,0
Pickford,22,0
C.Richards,22,1
Patterson,22,0
Stones,22,0
McAtee,22,0
Scarles,22,0
Leno,22,0
Collyer,22,0
Welington,22,0
Edouard,22,0
Khusanov,22,
Flekken,22,0
Henderson,22,0
Tosin,22,0
Mudryk,22,0
Pau,22,0
Malen,22,0
Danso,22,
Martinez,22,0
Al-Hamadi,22,0
Zinchenko,22,0
Mosquera,22,0
Pedro Lima,22,0
Gray,22,0
H.Clarke,22,0
Forbs,22,0
Miley,22,0
Igor,22,0
Reed,22,0
A.Becker,22,0
Krafth,22,0
Pope,22,0
Sels,22,0
Reguilón,22,0
Aké,22,0
Endo,22,0
Daka,22,0
Keane,22,0
Onana,22,0
Marc Guiu,22,0
Wilson,22,0
Malacia,22,0
Quansah,22,0
Maghoma,22,0
Bobb,22,0
Coady,22,0
Walton,22,0
Amass,22,0
Kinsky,22,0
Esse,22,
Sánchez,22,0
Edozie,22,0
Johnstone,22,0
Grønbæk,22,
Orford,22,1
Palmer,22,
N.Gonzalez,22,
Irving,22,0
Amo-Ameyaw,22,0
Yoro,22,0
C.Doucouré,22,0
Rodrigo,22,0
Chiquinho,22,0
Buendia,22,0
Jay Robinson,22,
Agbinone,22,0
Taylor,22,0
Osula,22,0
Wood,22,0
Arrizabalaga,22,0
Armstrong,22,0
Scarlett,22,0
Verbruggen,22,0
Bates,22,0
Faivre,22,0
Fletcher,22,0
Kporha,22,0
H.Traorè,22,0
Mepham,22,0
Wilson-Esbrand,22,0
Marsh,22,0
McConville,22,0
Kinsey,22,0
Travers,22,0
Paulsen,22,0
Broggio,22,0
Neto,22,0
Jørgensen,22,0
Casadei,22,0
Bettinelli,22,0
Bergström,22,0
B.Badiashile,22,0
Trevitt,22,0
Moran,22,0
Dennis,22,0
J.Araujo,22,0
Toney,22,0
Rushworth,22,0
Onyeka,22,0
Mee,22,0
Konak,22,0
Alves,22,0
Godo,22,0
Gross,22,0
Gilmour,22,0
Dahoud,22,0
Cozier-Duberry,22,0
Baker-Boaitey,22,0
Peart-Harris,22,0
I.Osman,22,0
Lankshear,22,0
Ji-soo,22,0
Hickey,22,0
Henry,22,0
Dasilva,22,0
Brierley,22,0
G.Nunes,22,0
Dixon,22,0
Kaboré,22,0
J.Cuenca,22,0
Nelson,22,0
Metcalfe,22,0
Umeh-Chibueze,22,0
Casey,22,0
Zych,22,0
Swinkels,22,0
Setford,22,0
Oulad M'hand,22,0
Meupiyou,22,0
Chiesa,22,0
Begovic,22,0
Monga,22,
Charlie Tasker,22,
Gower,22,
Neave,22,
Dermot Mee,22,
Genesis Antwi,22,
Benjamin Fredrick,22,
João Cancelo,22,0
Tom Taylor,22,
Boniface,22,
Jake Evans,22,
Barco,22,0
Harry Howell,22,
Freddie Simmonds,22,
Heaton,22,0
Hannibal,22,0
Evans,22,0
Bayindir,22,0
Ortega Moreno,22,0
Barrenechea,22,0
McConnell,22,0
Kelleher,22,0
Pellistri,22,0
McTominay,22,0
Olabade Aluko,22,
Sadi,22,0
Adu-Adjei,22,0
Hennessey,22,0
Kayi Sanda,22,0
Yang,22,0
Vitor Reis,22,
Ajayi,22,0
Silcott-Duberry,22,0
McKenna,22,0
Coulibaly,22,0
Gauci,22,0
Amougou,22,
Diego Carlos,22,0
Diaby,22,0
Dendoncker,22,0
Guardiola,22,
Arteta,22,
Djiga,22,
Olsen,22,0
Nedeljkovic,22,0
Marschall,22,0
Kesler-Hayden,22,0
Iling Jr,22,0
Hause,22,0
Dobbin,22,0
Okoduwa,22,0
Jimoh,22,0
Danns,22,0
Wilson-Brown,22,0
Rees-Dottin,22,0
Kacurri,22,0
Young,22,0
Morato,22,0
Meghoma,22,0
Wheatley,22,0
Rodney,22,0
Williams-Barnett,22,0
Pond,22,0
Samuels,22,0
Nichols,22,0
Yogane,22,0
Jaros,22,0
Kabia,22,0
Heaven,22,0
Fitzgerald,22,0
Simpson-Pusey,22,0
Wright,22,0
Davies,22,0
Cahill,22,0
Butler-Oyedeji,22,0
Nyoni,22,0
Winterburn,22,0
Mayers,22,0
Slater,22,0
Hardy,22,0
Olusesi,22,0
Edozie,22,0
Mubama,22,0
Acheampong,22,0
Rak-Sakyi,22,0
Cartwright,22,0
Akinmboni,22,0
Nallo,22,0
Kukonki,22,0
Amissah,22,0
Abbott,22,0
Arthur,22,0
Brits,22,0
Alleyne,22,0
Harris,22,0
King,22,0
Dorrington,22,0
Godfrey,22,0
Soler,22,0
O'Brien-Whitmarsh,22,0
J.Alvarez,22,0
Carson,22,0
R.Williams,22,0
N.Phillips,22,0
Lascelles,22,0
Kuol,22,0
Hayden,22,0
Dúbravka,22,0
Botman,22,0
Golding,22,0
Undav,22,0
Ruddy,22,0
Odysseas,22,0
Lewis,22,0
Ward,22,0
Stolarczyk,22,0
Souttar,22,0
Ricardo,22,0
Okoli,22,0
Marcal,22,0
Iversen,22,0
Hermansen,22,0
Targett,22,0
Clark,22,0
Bajcetic,22,0
O.Richards,22,0
Mighten,22,0
Dennis,22,0
Danilo,22,0
Da Silva Moreira,22,0
C.Miguel,22,0
Bowler,22,0
Boly,22,0
Worrall,22,0
A.Murphy,22,0
Turner,22,0
Toffolo,22,0
Panzo,22,0
Omobamidele,22,0
O'Brien,22,0
Ladapo,22,0
Humphreys,22,0
Harness,22,0
Edmundson,22,0
Baggott,22,0
Vinicius,22,0
Ui-jo,22,0
Cassanova,22,
Eyestone,22,
Knight,22,
Tomiyasu,22,0
Raya,22,0
Ramsdale,22,0
Hein,22,0
Fábio Vieira,22,0
Jack Henry-Francis,22,
Maresca,22,
Morton,22,0
Hürzeler,22,
Echeverri,22,
Mané,22,
