web_name,gw,SoT
Tomiyasu,16,0
Tierney,16,0
Buendia,16,0
Anthony,16,0
Aarons,16,0
Kinsey,16,0
Broggio,16,0
Bates,16,0
Simpson-Pusey,16,0
Wright,16,0
Maghoma,16,0
Sarmiento,16,0
Peupion,16,0
Offiah,16,0
O’Mahony,16,0
Moder,16,0
Arrizabalaga,16,0
Ângelo,16,0
Andrey Santos,16,0
McTominay,16,0
Malacia,16,0
Milner,16,0
Mazilu,16,0
March,16,0
Grønbæk,16,
Undav,16,0
Steele,16,0
Akinmboni,16,
Okoduwa,16,
Jimoh,16,
Danns,16,
Wilson-Brown,16,
Rees-Dottin,16,
Abbott,16,
Arthur,16,
Tom Taylor,16,
Boniface,16,
Jay Robinson,16,
Kozlowski,16,0
Harness,16,0
Evans,16,0
Marcal,16,0
Bajcetic,16,0
A.Becker,16,0
Ward,16,0
Thomas,16,0
Endo,16,0
Rodrigo,16,0
Ortega Moreno,16,0
João Cancelo,16,0
Bayindir,16,0
Lindelof,16,0
Bergström,16,0
Hannibal,16,0
B.Badiashile,16,0
Kelleher,16,0
R.Williams,16,0
Quansah,16,0
N.Phillips,16,0
Morton,16,0
McConnell,16,0
Carson,16,0
Verbruggen,16,0
Casadei,16,0
Broja,16,0
Bettinelli,16,0
Heaton,16,0
Maresca,16,
Hürzeler,16,
Iraola,16,
Emery,16,
Silcott-Duberry,16,
McKenna,16,
Sherif,16,
Sadi,16,
Barrenechea,16,0
Alex Moreno,16,0
Zinchenko,16,0
Kayi Sanda,16,
Welington,16,
Jake Evans,16,
Kinsky,16,
Godfrey,16,
Gómez,16,
Soler,16,
Cassanova,16,
Eyestone,16,
Knight,16,
Kayode,16,
Porter,16,
Van Nistelrooy,16,
Silva,16,
N.Gonzalez,16,
Palmer,16,
Yang,16,
Olabade Aluko,16,
Harry Howell,16,
Freddie Simmonds,16,
Jack Henry-Francis,16,
Golding,16,0
Stolarczyk,16,0
Souttar,16,0
Genesis Antwi,16,
Benjamin Fredrick,16,
Echeverri,16,
Bobb,16,0
Aké,16,0
J.Alvarez,16,0
Glasner,16,
Kristiansen,16,0
Iversen,16,0
Hermansen,16,0
Arteta,16,
Pereira,16,
Potter,16,
Postecoglou,16,
Rusk,16,
Nuno,16,
Howe,16,
Amorim,16,
Slot,16,
McKenna,16,
Moyes,16,
Ederson M.,16,0
Charles,16,0
Whiteman,16,0
Vicario,16,0
Veliz,16,0
Bella-Kotchap,16,0
Devine,16,0
Bryan,16,0
Reguilón,16,0
Lo Celso,16,0
Højbjerg,16,0
Solomon,16,0
Hickey,16,0
Henry,16,0
Al-Hamadi,16,0
Dasilva,16,0
Forster,16,0
E.Royal,16,0
Worrall,16,0
Ui-jo,16,0
Turner,16,0
Toffolo,16,0
Sels,16,0
Panzo,16,0
Peart-Harris,16,0
Da Silva Moreira,16,0
C.Miguel,16,0
Bowler,16,0
Flekken,16,0
Zabarnyi,16,0
Travers,16,0
Smith,16,0
Ji-soo,16,0
Chirewa,16,0
Chiquinho,16,0
Mepham,16,0
Hill,16,0
H.Traorè,16,0
Faivre,16,0
Senesi,16,0
Marc Guiu,16,0
Ahamada,16,0
Edozie,16,0
Cundle,16,0
Chiwome,16,0
M.Sarr,16,0
Lukaku,16,0
Lavia,16,0
Kellyman,16,0
Gilchrist,16,0
Gallagher,16,0
Petrović,16,0
Bazunu,16,0
Amo-Ameyaw,16,0
Larios,16,0
Lallana,16,0
Edwards,16,0
W.Fofana,16,0
Lascelles,16,0
Cozier-Duberry,16,0
Barco,16,0
Baker-Boaitey,16,0
Igor,16,0
I.Osman,16,0
Gross,16,0
Gilmour,16,0
A.Murphy,16,0
Onyeka,16,0
Mee,16,0
Konak,16,0
Zanka,16,0
Omobamidele,16,0
Toney,16,0
Thiago,16,0
Dahoud,16,0
Edmundson,16,0
Slicker,16,0
Ndaba,16,0
Luongo,16,0
Ladapo,16,0
Pellistri,16,0
Onana,16,0
Doak,16,0
Clark,16,0
Baggott,16,0
Valdimarsson,16,0
O'Brien,16,0
O.Richards,16,0
Mighten,16,0
Wood,16,0
Taylor,16,0
Stewart,16,0
Wilson,16,0
White,16,0
Trippier,16,0
Haaland,17,0
M.Salah,17,3
Palmer,17,0
Isak,17,5
Cunha,17,1
Semenyo,17,2
Mbeumo,17,1
Wissa,17,0
Watkins,17,1
Wood,17,2
N.Jackson,17,2
Strand Larsen,17,0
Bowen,17,2
Raúl,17,0
Madueke,17,0
Delap,17,0
Evanilson,17,1
Garnacho,17,1
Kluivert,17,1
B.Fernandes,17,3
Luis Díaz,17,5
Mateta,17,2
Iwobi,17,3
Son,17,0
Eze,17,0
Mitoma,17,1
Solanke,17,1
I.Sarr,17,3
Vardy,17,2
Havertz,17,1
Savinho,17,0
Szoboszlai,17,1
Kudus,17,1
Trossard,17,0
Saka,17,0
João Pedro,17,0
Welbeck,17,0
Johnson,17,1
Schade,17,0
O.Dango,17,0
Gakpo,17,0
Rogers,17,1
Martinelli,17,1
Muniz,17,0
Elanga,17,2
Gordon,17,1
Enzo,17,1
Beto,17,0
Enciso,17,1
Gibbs-White,17,0
Hudson-Odoi,17,0
Calvert-Lewin,17,0
Maddison,17,1
Kulusevski,17,1
Foden,17,4
Barnes,17,0
Marmoush,17,
Hutchinson,17,0
Neto,17,1
Tavernier,17,0
J.Murphy,17,1
Ndiaye,17,0
Duran,17,3
Rashford,17,0
Lewis-Potter,17,0
Onuachu,17,0
Ødegaard,17,0
Souček,17,0
M.Fernandes,17,0
P.M.Sarr,17,1
Minteh,17,0
De Bruyne,17,0
Diogo J.,17,0
Mac Allister,17,1
Amad,17,1
Joelinton,17,0
Muñoz,17,0
Szmodics,17,1
Jones,17,0
Nketiah,17,0
Georginio,17,0
Christie,17,0
Tielemans,17,0
Kovačić,17,1
Darwin,17,0
Gvardiol,17,0
Nørgaard,17,0
Zirkzee,17,0
Nkunku,17,0
Adama,17,0
Baleba,17,0
Merino,17,0
Bernardo,17,0
Lindstrøm,17,0
Brooks,17,0
Buonanotte,17,0
Schär,17,0
M.Asensio,17,
Tonali,17,0
Smith Rowe,17,0
Archer,17,0
Højlund,17,1
Rice,17,1
Bruno G.,17,0
Dibling,17,0
De Ligt,17,0
A.Doucoure,17,0
Cucurella,17,0
Doku,17,0
Wilson,17,1
McNeil,17,0
Andreas,17,0
Yates,17,0
Nwaneri,17,0
Ndidi,17,0
J.Ayew,17,0
Pedro Porro,17,0
Romero,17,0
Armstrong,17,1
Kamaldeen,17,0
Sarabia,17,0
Aït-Nouri,17,0
Malen,17,
Alexander-Arnold,17,1
Casemiro,17,0
Damsgaard,17,1
Tel,17,
J.Gomes,17,1
Richarlison,17,0
Virgil,17,0
Jota Silva,17,0
Ayari,17,2
Guedes,17,1
Sessegnon,17,0
C.Soler,17,0
Milenković,17,1
Emerson,17,0
Enes Ünal,17,0
Lerma,17,1
G.Jesus,17,3
Aribo,17,0
Harwood-Bellis,17,0
Sancho,17,0
Thomas,17,0
Mavididi,17,1
Guéhi,17,0
Anderson,17,0
Dominguez,17,0
Adingra,17,0
Alcaraz,17,0
Estupiñan,17,0
Mangala,17,2
O'Riley,17,0
El Khannouss,17,0
N.Semedo,17,0
Calafiori,17,0
Pinnock,17,0
Hinshelwood,17,0
Collins,17,0
Sinisterra,17,0
Walker-Peters,17,0
N.Williams,17,0
Chalobah,17,0
Martinez,17,0
Broadhead,17,1
Justin,17,1
Harrison,17,1
Onana,17,0
Nelson,17,0
Bailey,17,0
Munetsi,17,
Maatsen,17,0
Wharton,17,0
McGinn,17,0
Gana,17,0
Gündogan,17,0
Mario Jr.,17,0
Füllkrug,17,0
Lacroix,17,0
João Félix,17,0
Sosa,17,0
Gabriel,17,0
Scott,17,0
Van Hecke,17,0
Dalot,17,0
Maguire,17,0
Van den Berg,17,0
Barkley,17,0
Gravenberch,17,0
Andersen,17,0
L.Paquetá,17,0
Mavropanos,17,0
Bellegarde,17,0
Kerkez,17,0
A.Fatawu,17,0
Ings,17,0
Jaden,17,0
C.Richards,17,0
Carvalho,17,0
Bentancur,17,0
Murillo,17,0
Rúben,17,0
Wan-Bissaka,17,0
Sugawara,17,0
Grealish,17,1
Ramsey,17,0
Bissouma,17,0
Awoniyi,17,0
Burn,17,0
Bassey,17,0
Taylor,17,0
Kamada,17,0
Summerville,17,0
J.Timber,17,0
Cash,17,0
Tarkowski,17,0
Daka,17,0
Wieffer,17,1
Greaves,17,0
Gusto,17,0
Janelt,17,0
Cook,17,0
Devenny,17,0
Hirst,17,0
Antonio,17,0
Winks,17,0
McAtee,17,0
Digne,17,0
Konaté,17,0
Konsa,17,0
De Cordova-Reid,17,0
Caicedo,17,0
S.Bueno,17,0
Johnson,17,0
Colwill,17,0
Downes,17,0
Castagne,17,0
R.Gomes,17,1
O'Brien,17,0
Doherty,17,0
James,17,0
Keane,17,0
Young,17,1
Branthwaite,17,0
Hee Chan,17,0
Ugarte,17,0
Ferguson,17,0
Antony,17,0
Matheus N.,17,0
Bradley,17,0
McAteer,17,0
Mount,17,0
Mazraoui,17,0
Chaplin,17,0
Willock,17,0
Dunk,17,1
Werner,17,0
Spence,17,0
Ajer,17,1
Garner,17,0
Pau,17,1
M.França,17,0
Odobert,17,0
J.Clarke,17,0
Saliba,17,0
Adams,17,0
Mitchell,17,0
Schlupp,17,0
Toti,17,0
Irving,17,0
Robinson,17,0
Lukić,17,0
O'Shea,17,0
Huijsen,17,1
O’Reilly,17,0
Chiesa,17,0
Gruda,17,0
Tosin,17,0
Ward-Prowse,17,0
Kilman,17,0
Doyle,17,0
Cairney,17,0
Reed,17,0
Diop,17,0
Roerslev,17,0
Yarmoliuk,17,0
Van de Ven,17,0
Bednarek,17,0
Aina,17,1
Bergvall,17,0
Stephens,17,0
Almirón,17,0
Phillips,17,0
Miley,17,0
Stones,17,0
Lewis,17,0
Walker,17,0
Tete,17,0
Vestergaard,17,0
Elliott,17,0
Morsy,17,0
Davis,17,0
Mainoo,17,0
Gomez,17,0
Lamptey,17,0
Robertson,17,0
Okoli,17,0
Tsimikas,17,0
Dorgu,17,
Danso,17,
Davies,17,0
Faes,17,0
Ricardo,17,0
Udogie,17,0
Kamara,17,0
F.Kadıoğlu,17,0
Disasi,17,0
Eriksen,17,0
André,17,0
Scarlett,17,0
Skipp,17,0
Hughes,17,0
Bree,17,0
White,17,0
Longstaff,17,0
Vinicius,17,1
Cajuste,17,0
Akanji,17,0
Edouard,17,0
Chilwell,17,0
Veltman,17,0
Webster,17,0
Boly,17,0
Y. Chermiti,17,0
George,17,0
Sangaré,17,0
Mings,17,0
Manning,17,0
Dragusin,17,0
Bogarde,17,0
Butler-Oyedeji,17,0
Jensen,17,0
Gray,17,0
Livramento,17,0
Diego Carlos,17,0
Agbadou,17,
Smallbone,17,0
Lewis-Skelly,17,0
Philip,17,0
G.Rodríguez,17,0
Esse,17,
Yoro,17,1
Jebbison,17,0
Coleman,17,0
Pedro Lima,17,0
Brereton Díaz,17,0
Álvarez,17,1
H.Clarke,17,0
Obi,17,
Ugochukwu,17,0
Mheuka,17,
Dawson,17,0
L.Guilherme,17,0
Kiwior,17,0
Burgess,17,0
Burns,17,0
Coady,17,0
Renato Veiga,17,0
Hall,17,0
Fraser,17,0
Osula,17,0
Morato,17,0
Coulibaly,17,
Coufal,17,0
Mudryk,17,0
Alves,17,0
Dixon,17,0
Ream,17,0
Ogbene,17,0
Kaboré,17,0
Stansfield,17,0
Benda,17,0
J.Araujo,17,0
Harris,17,0
Godo,17,0
Leno,17,0
King,17,0
Berge,17,0
Todibo,17,0
Lankshear,17,0
Swinkels,17,0
Jørgensen,17,0
Moore,17,0
Meupiyou,17,0
Collyer,17,0
Metcalfe,17,0
Rushworth,17,0
G.Nunes,17,0
Setford,17,0
Nelson,17,0
Mbabu,17,0
Townsend,17,0
Oulad M'hand,17,0
Begovic,17,0
Dewsbury-Hall,17,0
Deivid,17,0
D.D.Fofana,17,0
Chukwuemeka,17,0
B.Traore,17,0
Zouma,17,0
N.Aguerd,17,0
Humphreys,17,0
Choudhury,17,0
Cannon,17,0
B.Soumaré,17,0
Cresswell,17,0
Sterling,17,0
Areola,17,0
Foderingham,17,0
Fabianski,17,0
Bentley,17,0
Clyne,17,0
Chadi Riad,17,0
Podence,17,0
Wiley,17,0
Pivas,17,0
Earthy,17,0
Paulsen,17,0
Brierley,17,0
Cornet,17,0
Ebiowei,17,0
Mykolenko,17,0
Maupay,17,0
J.Virginia,17,0
Iroegbunam,17,0
Holgate,17,0
Pickford,17,0
Patterson,17,0
Fábio Silva,17,0
Mosquera,17,0
King,17,0
Kalajdžić,17,0
Tuanzebe,17,0
Muric,17,0
Sánchez,17,0
Armstrong,17,0
Trevitt,17,0
Moran,17,0
Hoever,17,0
Hodge,17,0
H.Bueno,17,0
Gonzalez,17,0
Fraser,17,0
Woolfenden,17,0
Walton,17,0
José Sá,17,0
Frank,17,
Jorginho,17,0
Hein,17,0
Fábio Vieira,17,0
Raya,17,0
Ramsdale,17,0
Johnstone,17,0
Holding,17,0
Henderson,17,0
Ward,17,0
Rak-Sakyi,17,0
Ozoh,17,0
Matthews,17,0
Neto,17,0
Sousa,17,0
Sinisalo,17,0
Olsen,17,0
Nedeljkovic,17,0
C.Doucouré,17,0
Dobbin,17,0
Diaby,17,0
Dendoncker,17,0
Martinez,17,0
Marschall,17,0
Kesler-Hayden,17,0
O'Brien-Whitmarsh,17,0
Nallo,17,0
Kukonki,17,0
Iling Jr,17,0
Cashin,17,
Vitor Reis,17,
Khusanov,17,
A. Garcia,17,
Ajayi,17,
Hause,17,0
Monga,17,
Charlie Tasker,17,
Gower,17,
Neave,17,
Dermot Mee,17,
Adu-Adjei,17,
Hennessey,17,
Djiga,17,
Mané,17,
Graczyk,17,
Samuels-Smith,17,
Morgan,17,
Koné,17,
Moorhouse,17,
Fredricson,17,
Gauci,17,0
Coby Ebere,17,
Anselmino,17,
Heath,17,
Willian,17,
Amougou,17,
Harrison,17,
Guardiola,17,
Davies,17,0
Cahill,17,0
Fletcher,17,0
Kporha,17,0
Pond,17,0
Samuels,17,0
Nichols,17,0
Yogane,17,0
Jaros,17,0
Kabia,17,0
Heaven,17,0
Kacurri,17,0
Umeh-Chibueze,17,0
Amissah,17,0
Zych,17,0
Young,17,0
Forbs,17,0
Meghoma,17,0
Orford,17,0
King,17,0
Dorrington,17,0
Mubama,17,0
Acheampong,17,0
Wheatley,17,0
Rodney,17,0
Agbinone,17,0
J.Cuenca,17,0
Dennis,17,0
Casey,17,0
Williams-Barnett,17,0
Brits,17,
Alleyne,17,
Harris,17,
Slater,17,0
Hardy,17,0
Olusesi,17,0
Edozie,17,0
McConville,17,0
Rak-Sakyi,17,0
Cartwright,17,0
Scarles,17,0
Marsh,17,0
Wilson-Esbrand,17,0
Amass,17,0
Fitzgerald,17,0
Nyoni,17,0
Winterburn,17,0
Mayers,17,0
Tomiyasu,17,0
Tierney,17,0
Buendia,17,0
Anthony,17,0
Aarons,17,0
Kinsey,17,0
Broggio,17,0
Bates,17,0
Simpson-Pusey,17,0
Wright,17,0
Maghoma,17,0
Sarmiento,17,0
Peupion,17,0
Offiah,17,0
O’Mahony,17,0
Moder,17,0
Arrizabalaga,17,0
Ângelo,17,0
Andrey Santos,17,0
McTominay,17,0
Malacia,17,0
Milner,17,0
Mazilu,17,0
March,17,0
Grønbæk,17,
Undav,17,0
Steele,17,0
Akinmboni,17,
Okoduwa,17,
Jimoh,17,
Danns,17,
Wilson-Brown,17,
Rees-Dottin,17,
Abbott,17,
Arthur,17,
Tom Taylor,17,
Boniface,17,
Jay Robinson,17,
Kozlowski,17,0
Harness,17,0
Evans,17,0
Marcal,17,0
Bajcetic,17,0
A.Becker,17,0
Ward,17,0
Thomas,17,0
Endo,17,0
Rodrigo,17,0
Ortega Moreno,17,0
João Cancelo,17,0
Bayindir,17,0
Lindelof,17,0
Bergström,17,0
Hannibal,17,0
B.Badiashile,17,0
Kelleher,17,0
R.Williams,17,0
Quansah,17,0
N.Phillips,17,0
Morton,17,0
McConnell,17,0
Carson,17,0
Verbruggen,17,0
Casadei,17,0
Broja,17,0
Bettinelli,17,0
Heaton,17,0
Maresca,17,
Hürzeler,17,
Iraola,17,
Emery,17,
Silcott-Duberry,17,
McKenna,17,
Sherif,17,
Sadi,17,
Barrenechea,17,0
Alex Moreno,17,0
Zinchenko,17,0
Kayi Sanda,17,
Welington,17,
Jake Evans,17,
Kinsky,17,
Godfrey,17,
Gómez,17,
Soler,17,
Cassanova,17,
Eyestone,17,
Knight,17,
Kayode,17,
Porter,17,
Van Nistelrooy,17,
Silva,17,
N.Gonzalez,17,
Palmer,17,
Yang,17,
Olabade Aluko,17,
Harry Howell,17,
Freddie Simmonds,17,
Jack Henry-Francis,17,
Golding,17,0
Stolarczyk,17,0
Souttar,17,0
Genesis Antwi,17,
Benjamin Fredrick,17,
Echeverri,17,
Bobb,17,0
Aké,17,0
J.Alvarez,17,0
Glasner,17,
Kristiansen,17,0
Iversen,17,0
Hermansen,17,0
Arteta,17,
Pereira,17,
Potter,17,
Postecoglou,17,
Rusk,17,
Nuno,17,
Howe,17,
Amorim,17,
Slot,17,
McKenna,17,
Moyes,17,
Ederson M.,17,0
Charles,17,0
Whiteman,17,0
Vicario,17,0
Veliz,17,0
Bella-Kotchap,17,0
Devine,17,0
Bryan,17,0
Reguilón,17,0
Lo Celso,17,0
Højbjerg,17,0
Solomon,17,0
Hickey,17,0
Henry,17,0
Al-Hamadi,17,0
Dasilva,17,0
Forster,17,0
E.Royal,17,0
Worrall,17,0
Ui-jo,17,0
Turner,17,0
Toffolo,17,0
Sels,17,0
Panzo,17,0
Peart-Harris,17,0
Da Silva Moreira,17,0
C.Miguel,17,0
Bowler,17,0
Flekken,17,0
Zabarnyi,17,0
Travers,17,0
Smith,17,0
Ji-soo,17,0
Chirewa,17,0
Chiquinho,17,0
Mepham,17,0
Hill,17,0
H.Traorè,17,0
Faivre,17,0
Senesi,17,0
Marc Guiu,17,0
Ahamada,17,0
Edozie,17,0
Cundle,17,0
Chiwome,17,0
M.Sarr,17,0
Lukaku,17,0
Lavia,17,0
Kellyman,17,0
Gilchrist,17,0
Gallagher,17,0
Petrović,17,0
Bazunu,17,0
Amo-Ameyaw,17,0
Larios,17,0
Lallana,17,0
Edwards,17,0
W.Fofana,17,0
Lascelles,17,0
Cozier-Duberry,17,0
Barco,17,0
Baker-Boaitey,17,0
Igor,17,0
I.Osman,17,0
Gross,17,0
Gilmour,17,0
A.Murphy,17,0
Onyeka,17,0
Mee,17,0
Konak,17,0
Zanka,17,0
Omobamidele,17,0
Toney,17,0
Thiago,17,0
Dahoud,17,0
Edmundson,17,0
Slicker,17,0
Ndaba,17,0
Luongo,17,0
Ladapo,17,0
Pellistri,17,0
Onana,17,0
Doak,17,0
Clark,17,0
Baggott,17,0
Valdimarsson,17,0
O'Brien,17,0
O.Richards,17,0
Mighten,17,0
Wood,17,0
Taylor,17,0
Stewart,17,0
Wilson,17,0
White,17,0
Trippier,17,0
Haaland,18,1
M.Salah,18,3
Palmer,18,3
Isak,18,2
Cunha,18,2
Semenyo,18,0
Mbeumo,18,0
Wissa,18,1
Watkins,18,0
Wood,18,0
N.Jackson,18,1
Strand Larsen,18,1
Bowen,18,1
Raúl,18,1
Madueke,18,0
Delap,18,0
Evanilson,18,1
Garnacho,18,0
Kluivert,18,0
B.Fernandes,18,0
Luis Díaz,18,0
Mateta,18,0
Iwobi,18,0
Son,18,1
Eze,18,1
Mitoma,18,0
Solanke,18,0
I.Sarr,18,1
Vardy,18,0
Havertz,18,2
Savinho,18,3
Szoboszlai,18,0
Kudus,18,1
Trossard,18,0
Saka,18,0
João Pedro,18,1
Welbeck,18,0
Johnson,18,3
Schade,18,0
O.Dango,18,0
Gakpo,18,2
Rogers,18,0
Martinelli,18,0
Muniz,18,2
Elanga,18,2
Gordon,18,1
Enzo,18,1
Beto,18,0
Enciso,18,3
Gibbs-White,18,1
Hudson-Odoi,18,0
Calvert-Lewin,18,0
Maddison,18,0
Kulusevski,18,0
Foden,18,0
Barnes,18,0
Marmoush,18,
Hutchinson,18,0
Neto,18,0
Tavernier,18,0
J.Murphy,18,0
Ndiaye,18,1
Duran,18,0
Rashford,18,0
Lewis-Potter,18,1
Onuachu,18,2
Ødegaard,18,1
Souček,18,0
M.Fernandes,18,1
P.M.Sarr,18,0
Minteh,18,0
De Bruyne,18,0
Diogo J.,18,0
Mac Allister,18,0
Amad,18,0
Joelinton,18,2
Muñoz,18,1
Szmodics,18,0
Jones,18,1
Nketiah,18,0
Georginio,18,0
Christie,18,0
Tielemans,18,0
Kovačić,18,0
Darwin,18,1
Gvardiol,18,0
Nørgaard,18,0
Zirkzee,18,0
Nkunku,18,1
Adama,18,0
Baleba,18,1
Merino,18,1
Bernardo,18,1
Lindstrøm,18,0
Brooks,18,0
Buonanotte,18,0
Schär,18,1
M.Asensio,18,
Tonali,18,1
Smith Rowe,18,0
Archer,18,0
Højlund,18,0
Rice,18,0
Bruno G.,18,0
Dibling,18,0
De Ligt,18,0
A.Doucoure,18,0
Cucurella,18,1
Doku,18,0
Wilson,18,1
McNeil,18,0
Andreas,18,1
Yates,18,0
Nwaneri,18,0
Ndidi,18,0
J.Ayew,18,1
Pedro Porro,18,0
Romero,18,0
Armstrong,18,0
Kamaldeen,18,0
Sarabia,18,0
Aït-Nouri,18,0
Malen,18,
Alexander-Arnold,18,0
Casemiro,18,1
Damsgaard,18,1
Tel,18,
J.Gomes,18,0
Richarlison,18,0
Virgil,18,0
Jota Silva,18,0
Ayari,18,0
Guedes,18,0
Sessegnon,18,0
C.Soler,18,0
Milenković,18,0
Emerson,18,0
Enes Ünal,18,1
Lerma,18,1
G.Jesus,18,0
Aribo,18,0
Harwood-Bellis,18,0
Sancho,18,1
Thomas,18,0
Mavididi,18,0
Guéhi,18,0
Anderson,18,0
Dominguez,18,0
Adingra,18,0
Alcaraz,18,0
Estupiñan,18,0
Mangala,18,0
O'Riley,18,1
El Khannouss,18,0
N.Semedo,18,0
Calafiori,18,0
Pinnock,18,0
Hinshelwood,18,0
Collins,18,0
Sinisterra,18,0
Walker-Peters,18,2
N.Williams,18,0
Chalobah,18,0
Martinez,18,1
Broadhead,18,0
Justin,18,0
Harrison,18,0
Onana,18,0
Nelson,18,0
Bailey,18,0
Munetsi,18,
Maatsen,18,0
Wharton,18,0
McGinn,18,0
Gana,18,1
Gündogan,18,0
Mario Jr.,18,0
Füllkrug,18,0
Lacroix,18,0
João Félix,18,0
Sosa,18,0
Gabriel,18,0
Scott,18,0
Van Hecke,18,0
Dalot,18,1
Maguire,18,1
Van den Berg,18,0
Barkley,18,0
Gravenberch,18,0
Andersen,18,0
L.Paquetá,18,0
Mavropanos,18,0
Bellegarde,18,0
Kerkez,18,1
A.Fatawu,18,0
Ings,18,0
Jaden,18,0
C.Richards,18,0
Carvalho,18,0
Bentancur,18,0
Murillo,18,0
Rúben,18,0
Wan-Bissaka,18,0
Sugawara,18,0
Grealish,18,0
Ramsey,18,0
Bissouma,18,0
Awoniyi,18,0
Burn,18,0
Bassey,18,1
Taylor,18,0
Kamada,18,0
Summerville,18,0
J.Timber,18,1
Cash,18,0
Tarkowski,18,0
Daka,18,0
Wieffer,18,0
Greaves,18,0
Gusto,18,0
Janelt,18,0
Cook,18,0
Devenny,18,0
Hirst,18,0
Antonio,18,0
Winks,18,0
McAtee,18,0
Digne,18,1
Konaté,18,0
Konsa,18,0
De Cordova-Reid,18,0
Caicedo,18,0
S.Bueno,18,0
Johnson,18,0
Colwill,18,0
Downes,18,0
Castagne,18,0
R.Gomes,18,0
O'Brien,18,0
Doherty,18,0
James,18,0
Keane,18,0
Young,18,0
Branthwaite,18,1
Hee Chan,18,1
Ugarte,18,0
Ferguson,18,0
Antony,18,0
Matheus N.,18,0
Bradley,18,0
McAteer,18,0
Mount,18,0
Mazraoui,18,0
Chaplin,18,0
Willock,18,0
Dunk,18,0
Werner,18,0
Spence,18,0
Ajer,18,0
Garner,18,0
Pau,18,0
M.França,18,0
Odobert,18,0
J.Clarke,18,0
Saliba,18,0
Adams,18,0
Mitchell,18,0
Schlupp,18,0
Toti,18,0
Irving,18,0
Robinson,18,1
Lukić,18,0
O'Shea,18,0
Huijsen,18,0
O’Reilly,18,0
Chiesa,18,0
Gruda,18,1
Tosin,18,0
Ward-Prowse,18,0
Kilman,18,0
Doyle,18,0
Cairney,18,0
Reed,18,0
Diop,18,0
Roerslev,18,0
Yarmoliuk,18,0
Van de Ven,18,0
Bednarek,18,0
Aina,18,0
Bergvall,18,0
Stephens,18,0
Almirón,18,0
Phillips,18,0
Miley,18,0
Stones,18,0
Lewis,18,0
Walker,18,0
Tete,18,0
Vestergaard,18,0
Elliott,18,0
Morsy,18,0
Davis,18,0
Mainoo,18,0
Gomez,18,0
Lamptey,18,0
Robertson,18,0
Okoli,18,0
Tsimikas,18,0
Dorgu,18,
Danso,18,
Davies,18,0
Faes,18,0
Ricardo,18,0
Udogie,18,0
Kamara,18,0
F.Kadıoğlu,18,0
Disasi,18,0
Eriksen,18,0
André,18,0
Scarlett,18,0
Skipp,18,0
Hughes,18,0
Bree,18,0
White,18,0
Longstaff,18,0
Vinicius,18,0
Cajuste,18,0
Akanji,18,0
Edouard,18,0
Chilwell,18,0
Veltman,18,0
Webster,18,0
Boly,18,0
Y. Chermiti,18,0
George,18,0
Sangaré,18,0
Mings,18,0
Manning,18,0
Dragusin,18,0
Bogarde,18,0
Butler-Oyedeji,18,0
Jensen,18,0
Gray,18,0
Livramento,18,0
Diego Carlos,18,0
Agbadou,18,
Smallbone,18,0
Lewis-Skelly,18,0
Philip,18,0
G.Rodríguez,18,0
Esse,18,
Yoro,18,0
Jebbison,18,0
Coleman,18,0
Pedro Lima,18,0
Brereton Díaz,18,0
Álvarez,18,0
H.Clarke,18,0
Obi,18,
Ugochukwu,18,0
Mheuka,18,
Dawson,18,0
L.Guilherme,18,0
Kiwior,18,0
Burgess,18,0
Burns,18,0
Coady,18,0
Renato Veiga,18,0
Hall,18,0
Fraser,18,0
Osula,18,0
Morato,18,0
Coulibaly,18,
Coufal,18,0
Mudryk,18,0
Alves,18,0
Dixon,18,0
Ream,18,0
Ogbene,18,0
Kaboré,18,0
Stansfield,18,0
Benda,18,0
J.Araujo,18,0
Harris,18,0
Godo,18,0
Leno,18,0
King,18,0
Berge,18,0
Todibo,18,0
Lankshear,18,0
Swinkels,18,0
Jørgensen,18,0
Moore,18,0
Meupiyou,18,0
Collyer,18,0
Metcalfe,18,0
Rushworth,18,0
G.Nunes,18,0
Setford,18,0
Nelson,18,0
Mbabu,18,0
Townsend,18,0
Oulad M'hand,18,0
Begovic,18,0
Dewsbury-Hall,18,0
Deivid,18,0
D.D.Fofana,18,0
Chukwuemeka,18,0
B.Traore,18,0
Zouma,18,0
N.Aguerd,18,0
Humphreys,18,0
Choudhury,18,0
Cannon,18,0
B.Soumaré,18,0
Cresswell,18,0
Sterling,18,0
Areola,18,0
Foderingham,18,0
Fabianski,18,0
Bentley,18,0
Clyne,18,0
Chadi Riad,18,0
Podence,18,0
Wiley,18,0
Pivas,18,0
Earthy,18,0
Paulsen,18,0
Brierley,18,0
Cornet,18,0
Ebiowei,18,0
Mykolenko,18,0
Maupay,18,0
J.Virginia,18,0
Iroegbunam,18,0
Holgate,18,0
Pickford,18,0
Patterson,18,0
Fábio Silva,18,0
Mosquera,18,0
King,18,0
Kalajdžić,18,0
Tuanzebe,18,0
Muric,18,0
Sánchez,18,0
Armstrong,18,0
Trevitt,18,0
Moran,18,0
Hoever,18,0
Hodge,18,0
H.Bueno,18,0
Gonzalez,18,0
Fraser,18,0
Woolfenden,18,0
Walton,18,0
José Sá,18,0
Frank,18,
Jorginho,18,0
