web_name,gw,shots
Aina,9,0
Doyle,9,1
Ugochukwu,9,0
Yarmoliuk,9,0
Burgess,9,1
Hirst,9,1
Bradley,9,0
Konsa,9,1
Ward-Prowse,9,0
James,9,0
McAteer,9,0
Greaves,9,0
Werner,9,0
Adams,9,0
André,9,0
Devenny,9,0
Ajer,9,0
Pau,9,2
Keane,9,1
Wieffer,9,0
Branthwaite,9,0
Castagne,9,0
G.Rodríguez,9,0
N.Gonzalez,9,
De Cordova-Reid,9,0
Garner,9,0
B.Soumaré,9,0
Burns,9,1
Kamara,9,0
Willian,9,
Matheus N.,9,2
Manning,9,0
Johnson,9,0
Toti,9,0
C.Doucouré,9,0
White,9,0
Danso,9,
Longstaff,9,0
Saliba,9,0
Van de Ven,9,1
Jensen,9,0
Agbadou,9,
Young,9,0
Almirón,9,2
Smallbone,9,0
O’Reilly,9,0
Antony,9,0
Alex Moreno,9,0
Zinchenko,9,0
Hill,9,0
Lamptey,9,0
R.Gomes,9,0
S.Bueno,9,1
Veltman,9,1
Philip,9,0
Dragusin,9,0
Cairney,9,0
Iroegbunam,9,0
Hee Chan,9,0
O'Brien,9,0
Buendia,9,0
Walker,9,0
Edouard,9,0
Livramento,9,0
Udogie,9,0
Davies,9,0
Gómez,9,
Wilson,9,0
Dawson,9,2
Bednarek,9,0
Roerslev,9,0
Yoro,9,0
Diop,9,1
Coufal,9,0
Schlupp,9,0
Skipp,9,0
Tsimikas,9,0
Diego Carlos,9,0
F.Kadıoğlu,9,0
Chiesa,9,0
Okoli,9,0
Gruda,9,0
Disasi,9,0
Tuanzebe,9,0
Stephens,9,0
Irving,9,0
Broja,9,0
Al-Hamadi,9,0
Bree,9,0
Todibo,9,0
Scarles,9,
Miley,9,0
Aké,9,0
Gomez,9,0
Kelly,9,0
George,9,
Welington,9,
Smith,9,0
M.França,9,0
Lallana,9,0
Y. Chermiti,9,0
W.Fofana,9,0
Reed,9,1
Stewart,9,0
Vestergaard,9,0
Thomas,9,0
Renato Veiga,9,0
Osula,9,0
L.Guilherme,9,0
Cresswell,9,0
Kristiansen,9,0
Trippier,9,0
Moore,9,0
Kiwior,9,0
A. Garcia,9,
Grønbæk,9,
Milner,9,0
Berge,9,0
Jebbison,9,0
Jorginho,9,0
Ricardo,9,0
Stones,9,0
Wood,9,0
Coulibaly,9,
Acheampong,9,
March,9,0
Chilwell,9,0
Obi,9,
Clyne,9,0
Lewis-Skelly,9,0
Forbs,9,0
Morato,9,0
Mosquera,9,0
Toffolo,9,0
Dewsbury-Hall,9,0
Coady,9,0
Sangaré,9,0
Lavia,9,0
Reguilón,9,0
Cornet,9,0
Mheuka,9,
Senesi,9,0
McTominay,9,0
Evans,9,0
Boly,9,0
Scarlett,9,0
Butler-Oyedeji,9,0
Bella-Kotchap,9,0
Maghoma,9,
Amo-Ameyaw,9,0
Vinicius,9,0
Agbinone,9,0
Gray,9,0
Henderson,9,0
Patterson,9,0
Collyer,9,0
Igor,9,0
H.Clarke,9,0
Mubama,9,
Gilmour,9,0
Quansah,9,0
Woolfenden,9,0
Orford,9,
Amass,9,0
Webster,9,0
Tierney,9,0
Tomiyasu,9,0
King,9,0
Khusanov,9,
Pedro Lima,9,0
Bogarde,9,0
Mudryk,9,1
Arrizabalaga,9,0
J.Cuenca,9,0
Shaw,9,0
Coleman,9,0
Armstrong,9,0
Krafth,9,0
Thiago,9,0
Kayode,9,
Esse,9,
Botman,9,0
Townsend,9,0
Podence,9,0
Konak,9,0
Fraser,9,0
Cahill,9,0
Godo,9,0
Lankshear,9,0
Davies,9,0
I.Osman,9,0
Alves,9,0
Gross,9,0
Onyeka,9,0
Kporha,9,0
Toney,9,0
Pond,9,0
Samuels,9,0
Nichols,9,0
Valdimarsson,9,0
Yogane,9,0
Moran,9,0
Wilson-Esbrand,9,
Zanka,9,0
Baker-Boaitey,9,0
Barco,9,0
Fitzgerald,9,
Trevitt,9,0
Simpson-Pusey,9,
Wright,9,
Jaros,9,0
Casadei,9,0
Mepham,9,0
Bettinelli,9,0
Neto,9,0
Paulsen,9,0
Travers,9,0
Brierley,9,0
Dasilva,9,0
Bergström,9,0
Flekken,9,0
B.Badiashile,9,0
G.Nunes,9,0
Meupiyou,9,0
Oulad M'hand,9,0
Setford,9,0
Cozier-Duberry,9,0
Mee,9,0
Jørgensen,9,0
Dahoud,9,0
Ogbene,9,0
Dixon,9,0
Kaboré,9,0
J.Araujo,9,0
Swinkels,9,0
Dennis,9,0
Nelson,9,0
Rushworth,9,0
Metcalfe,9,0
Andrey Santos,9,0
Ângelo,9,0
H.Traorè,9,0
Faivre,9,0
Begovic,9,0
Dobbin,9,0
Diaby,9,0
Iraola,9,
Djiga,9,
Barrenechea,9,0
Raya,9,0
Ramsdale,9,0
Morgan,9,
Koné,9,
Moorhouse,9,
Fredricson,9,
Peart-Harris,9,0
Anselmino,9,
Heath,9,
Dermot Mee,9,
Genesis Antwi,9,
Benjamin Fredrick,9,
Echeverri,9,
Mané,9,
Graczyk,9,
Samuels-Smith,9,
Hein,9,0
Harry Howell,9,
Coby Ebere,9,
Yang,9,
Kinsky,9,
Godfrey,9,
Soler,9,
Akinmboni,9,
Okoduwa,9,
Jimoh,9,
Ajayi,9,
Silcott-Duberry,9,
McKenna,9,
Sherif,9,
Gauci,9,0
Adu-Adjei,9,
Hennessey,9,
Dendoncker,9,0
Guardiola,9,
Arteta,9,
Vitor Reis,9,
Olabade Aluko,9,
Marschall,9,0
Kesler-Hayden,9,0
Iling Jr,9,0
Hause,9,0
Sadi,9,
O'Brien-Whitmarsh,9,
Danns,9,
Wilson-Brown,9,
Rees-Dottin,9,
Abbott,9,
Arthur,9,
Brits,9,
Alleyne,9,
Harris,9,
Rodney,9,0
Umeh-Chibueze,9,0
Freddie Simmonds,9,
Zych,9,0
Ji-soo,9,0
Hickey,9,0
Henry,9,0
Kabia,9,0
Heaven,9,0
Kacurri,9,0
Young,9,0
Meghoma,9,0
Wheatley,9,0
Fletcher,9,0
Casey,9,0
Jack Henry-Francis,9,
Monga,9,
Charlie Tasker,9,
Gower,9,
Neave,9,
Hardy,9,
Olusesi,9,
Edozie,9,
McConville,9,
Kinsey,9,
Broggio,9,
Cartwright,9,
Marsh,9,
Nallo,9,
Kukonki,9,
Amissah,9,
Williams-Barnett,9,
Nyoni,9,
Winterburn,9,
Mayers,9,
Slater,9,
King,9,
Dorrington,9,
Rak-Sakyi,9,
Bates,9,
Panzo,9,0
Omobamidele,9,0
O'Brien,9,0
O.Richards,9,0
Mighten,9,0
Marcal,9,0
Iversen,9,0
Hermansen,9,0
Golding,9,0
Worrall,9,0
Mazilu,9,0
Turner,9,0
Rodrigo,9,0
Ortega Moreno,9,0
João Cancelo,9,0
Tom Taylor,9,
Boniface,9,
Jay Robinson,9,
Jake Evans,9,
Onana,9,0
Malacia,9,0
Lindelof,9,0
Ui-jo,9,0
Mara,9,0
Lumley,9,0
Ndaba,9,0
Luongo,9,0
Ladapo,9,0
Humphreys,9,0
Harness,9,0
Edmundson,9,0
Baggott,9,0
Ederson M.,9,0
Carson,9,0
Sels,9,0
R.Williams,9,0
N.Phillips,9,0
Morton,9,0
McConnell,9,0
Dennis,9,0
Danilo,9,0
Da Silva Moreira,9,0
C.Miguel,9,0
Bowler,9,0
White,9,0
J.Alvarez,9,0
Bobb,9,0
Slot,9,
McKenna,9,
Moyes,9,
Glasner,9,
Maresca,9,
Hürzeler,9,
Van Nistelrooy,9,
Silva,9,
Frank,9,
Pereira,9,
Potter,9,
Heaton,9,0
Rusk,9,
Nuno,9,
Martinez,9,0
Cashin,9,
Harrison,9,
Cassanova,9,
Eyestone,9,
Knight,9,
Porter,9,
Fábio Vieira,9,0
Palmer,9,
Postecoglou,9,
Hannibal,9,0
Bayindir,9,0
Hayden,9,0
Dúbravka,9,0
A.Murphy,9,0
Pellistri,9,0
Kelleher,9,0
Targett,9,0
Ruddy,9,0
Pope,9,0
Odysseas,9,0
Amorim,9,
Lascelles,9,0
Kuol,9,0
Kayi Sanda,9,
Emery,9,
Anthony,9,0
Aarons,9,0
Sousa,9,0
Sinisalo,9,0
Olsen,9,0
Nedeljkovic,9,0
Howe,9,
Lewis,9,0
O’Mahony,9,0
Moder,9,0
Ward,9,0
Rak-Sakyi,9,0
Ozoh,9,0
Matthews,9,0
Johnstone,9,0
Holding,9,0
Ebiowei,9,0
Zouma,9,0
N.Aguerd,9,0
McCarthy,9,0
Fabianski,9,0
Earthy,9,0
Areola,9,0
D.D.Fofana,9,0
Chukwuemeka,9,0
Cundle,9,0
Chiwome,9,0
Chirewa,9,0
Chiquinho,9,0
Bentley,9,0
B.Traore,9,0
Foderingham,9,0
Gonzalez,9,0
Fraser,9,0
Fábio Silva,9,0
Ahamada,9,0
Sánchez,9,0
Petrović,9,0
Marc Guiu,9,0
King,9,0
Kalajdžić,9,0
José Sá,9,0
Hoever,9,0
Offiah,9,0
H.Bueno,9,0
Amougou,9,
Kozlowski,9,0
Wiley,9,0
Pivas,9,0
Muric,9,0
Verbruggen,9,0
Undav,9,0
Steele,9,0
Sarmiento,9,0
Peupion,9,0
Hodge,9,0
Stansfield,9,0
Chadi Riad,9,0
Whiteman,9,0
Vicario,9,0
Veliz,9,0
Solomon,9,0
Endo,9,0
Doak,9,0
Clark,9,0
Bajcetic,9,0
A.Becker,9,0
M.Sarr,9,0
Stolarczyk,9,0
Souttar,9,0
Lis,9,0
Larios,9,0
Edwards,9,0
Edozie,9,0
Charles,9,0
Bazunu,9,0
Austin,9,0
A.Phillips,9,0
Taylor,9,0
Ward,9,0
Lukaku,9,0
Kellyman,9,0
Gilchrist,9,0
Gallagher,9,0
M.Salah,10,3
Semenyo,10,4
Palmer,10,3
Haaland,10,6
Cunha,10,2
Eze,10,0
Isak,10,2
Raúl,10,2
B.Fernandes,10,4
Garnacho,10,4
Watkins,10,2
Wissa,10,0
Bowen,10,2
Mbeumo,10,0
N.Jackson,10,1
Madueke,10,2
Kudus,10,0
Trossard,10,2
Luis Díaz,10,0
Delap,10,0
Szoboszlai,10,0
Evanilson,10,2
O.Dango,10,0
Iwobi,10,3
Mateta,10,4
Solanke,10,5
Kluivert,10,3
Gordon,10,0
Wood,10,2
Saka,10,2
Son,10,0
Mitoma,10,2
Savinho,10,0
Strand Larsen,10,2
Gibbs-White,10,1
Johnson,10,1
Barnes,10,0
Rogers,10,2
Welbeck,10,4
Foden,10,4
Vardy,10,1
Havertz,10,0
Neto,10,2
Georginio,10,2
Souček,10,0
Gakpo,10,3
Enzo,10,1
Tavernier,10,1
I.Sarr,10,4
De Bruyne,10,0
João Pedro,10,0
Calvert-Lewin,10,1
Diogo J.,10,0
Martinelli,10,0
Kulusevski,10,0
Schade,10,0
Joelinton,10,1
Alexander-Arnold,10,0
Ødegaard,10,0
Rice,10,2
J.Murphy,10,0
Muniz,10,0
Enciso,10,0
Baleba,10,0
Amad,10,0
L.Paquetá,10,1
Maddison,10,1
Bruno G.,10,2
M.Fernandes,10,0
Mac Allister,10,1
Elanga,10,0
Kovačić,10,3
Pedro Porro,10,2
Hudson-Odoi,10,4
Tielemans,10,0
Gvardiol,10,3
Andreas,10,2
Marmoush,10,
Nketiah,10,2
Adama,10,3
Hutchinson,10,3
Anderson,10,0
Beto,10,1
Rashford,10,2
Smith Rowe,10,2
Buonanotte,10,3
Nørgaard,10,0
Ndiaye,10,2
N.Williams,10,0
Christie,10,0
J.Gomes,10,1
Onuachu,10,0
Damsgaard,10,0
Aït-Nouri,10,2
Yates,10,2
Merino,10,2
Muñoz,10,2
Darwin,10,1
Jones,10,2
Duran,10,0
P.M.Sarr,10,4
Tonali,10,0
A.Doucoure,10,0
Wilson,10,3
Schär,10,1
Bernardo,10,1
Lindstrøm,10,3
Dibling,10,0
J.Ayew,10,5
Minteh,10,0
Casemiro,10,1
Bailey,10,1
Archer,10,1
Zirkzee,10,0
Lewis-Potter,10,1
Harrison,10,2
Gana,10,1
Milenković,10,2
Armstrong,10,3
Mavididi,10,1
Adingra,10,0
McGinn,10,2
Lacroix,10,0
Højlund,10,0
Nkunku,10,0
Kamaldeen,10,0
Ayari,10,1
Gündogan,10,0
Justin,10,0
Lerma,10,0
Doku,10,1
C.Soler,10,0
Tete,10,2
Thomas,10,0
Dalot,10,0
Sancho,10,0
Murillo,10,2
Virgil,10,0
McNeil,10,0
El Khannouss,10,0
Cucurella,10,1
Gabriel,10,0
Nwaneri,10,1
Gusto,10,0
Brooks,10,1
Jota Silva,10,0
Estupiñan,10,0
Bentancur,10,3
Szmodics,10,1
G.Jesus,10,0
Ndidi,10,0
Walker-Peters,10,1
Alcaraz,10,0
João Félix,10,0
O'Riley,10,0
Bellegarde,10,0
Antonio,10,1
Guedes,10,1
Enes Ünal,10,0
O'Shea,10,2
M.Asensio,10,
Tel,10,
Harwood-Bellis,10,2
Jaden,10,0
Hughes,10,1
Dominguez,10,2
Caicedo,10,1
Mavropanos,10,0
Burn,10,0
Gravenberch,10,1
Ugarte,10,0
De Ligt,10,0
Konaté,10,2
Ramsey,10,1
Kerkez,10,0
Martinez,10,0
Chalobah,10,1
Aribo,10,2
Rúben,10,0
Mario Jr.,10,1
Collins,10,0
Kamada,10,2
Taylor,10,0
Sarabia,10,1
Onana,10,2
Andersen,10,2
Willock,10,2
Colwill,10,1
Huijsen,10,0
Van Hecke,10,1
Emerson,10,0
Robinson,10,0
Romero,10,0
Mangala,10,3
Maatsen,10,0
Grealish,10,0
Van den Berg,10,0
Wan-Bissaka,10,0
Richarlison,10,0
N.Semedo,10,0
Daka,10,0
Munetsi,10,
Barkley,10,0
Lukić,10,0
Tarkowski,10,1
Hinshelwood,10,0
Bassey,10,2
Summerville,10,0
Cook,10,0
Janelt,10,2
J.Clarke,10,0
J.Timber,10,1
Davis,10,1
Ings,10,0
Guéhi,10,2
A.Fatawu,10,2
Füllkrug,10,0
Sugawara,10,0
Mazraoui,10,0
Robertson,10,0
Digne,10,1
Mainoo,10,0
Sinisterra,10,0
Scott,10,0
Sessegnon,10,0
Ferguson,10,0
Chaplin,10,3
Maguire,10,0
Malen,10,
Mykolenko,10,1
Dunk,10,0
Carvalho,10,1
McAtee,10,0
Tosin,10,0
Wharton,10,0
Sosa,10,1
Faes,10,2
Kilman,10,0
Mitchell,10,1
Brereton Díaz,10,0
Elliott,10,0
Bergvall,10,0
Nelson,10,3
Hall,10,0
Álvarez,10,0
Cash,10,0
Mount,10,0
Odobert,10,0
Bissouma,10,0
Akanji,10,0
Spence,10,0
C.Richards,10,0
Zabarnyi,10,0
Pinnock,10,0
Winks,10,4
Broadhead,10,0
Cajuste,10,0
Downes,10,0
Doherty,10,0
Calafiori,10,0
Lewis,10,0
Phillips,10,3
Awoniyi,10,1
Eriksen,10,0
Sterling,10,0
Morsy,10,0
Mings,10,0
Dorgu,10,
Aina,10,1
Doyle,10,1
Ugochukwu,10,0
Yarmoliuk,10,1
Burgess,10,0
Hirst,10,0
Bradley,10,0
Konsa,10,0
Ward-Prowse,10,0
James,10,0
McAteer,10,1
Greaves,10,0
Werner,10,0
Adams,10,0
André,10,0
Devenny,10,0
Ajer,10,0
Pau,10,0
Keane,10,1
Wieffer,10,1
Branthwaite,10,0
Castagne,10,2
G.Rodríguez,10,0
N.Gonzalez,10,
De Cordova-Reid,10,0
Garner,10,0
B.Soumaré,10,1
Burns,10,0
Kamara,10,0
Willian,10,
Matheus N.,10,0
Manning,10,0
Johnson,10,1
Toti,10,0
C.Doucouré,10,0
White,10,0
Danso,10,
Longstaff,10,1
Saliba,10,0
Van de Ven,10,0
Jensen,10,0
Agbadou,10,
Young,10,0
Almirón,10,0
Smallbone,10,0
O’Reilly,10,0
Antony,10,0
Alex Moreno,10,1
Zinchenko,10,0
Hill,10,0
Lamptey,10,0
R.Gomes,10,0
S.Bueno,10,0
Veltman,10,0
Philip,10,0
Dragusin,10,0
Cairney,10,0
Iroegbunam,10,0
Hee Chan,10,0
O'Brien,10,0
Buendia,10,0
Walker,10,0
Edouard,10,0
Livramento,10,0
Udogie,10,0
Davies,10,0
Gómez,10,
Wilson,10,0
Dawson,10,0
Bednarek,10,0
Roerslev,10,0
Yoro,10,0
Diop,10,0
Coufal,10,0
Schlupp,10,0
Skipp,10,0
Tsimikas,10,1
Diego Carlos,10,1
F.Kadıoğlu,10,2
Chiesa,10,0
Okoli,10,0
Gruda,10,0
Disasi,10,0
Tuanzebe,10,0
Stephens,10,0
Irving,10,0
Broja,10,0
Al-Hamadi,10,0
Bree,10,0
Todibo,10,0
Scarles,10,
Miley,10,0
Aké,10,1
Gomez,10,2
Kelly,10,0
George,10,
Welington,10,
Smith,10,1
M.França,10,0
Lallana,10,0
Y. Chermiti,10,0
W.Fofana,10,0
Reed,10,0
Stewart,10,0
Vestergaard,10,0
Thomas,10,0
Renato Veiga,10,0
Osula,10,0
L.Guilherme,10,0
Cresswell,10,0
Kristiansen,10,0
Trippier,10,0
Moore,10,0
Kiwior,10,0
A. Garcia,10,
Grønbæk,10,
Milner,10,0
Berge,10,0
Jebbison,10,0
Jorginho,10,0
Ricardo,10,0
Stones,10,0
Wood,10,0
Coulibaly,10,
Acheampong,10,
March,10,0
Chilwell,10,0
Obi,10,
Clyne,10,0
Lewis-Skelly,10,0
Forbs,10,0
Morato,10,0
Mosquera,10,0
Toffolo,10,0
Dewsbury-Hall,10,0
Coady,10,0
Sangaré,10,0
Lavia,10,0
Reguilón,10,0
Cornet,10,0
Mheuka,10,
Senesi,10,0
McTominay,10,0
Evans,10,0
Boly,10,0
Scarlett,10,0
Butler-Oyedeji,10,0
Bella-Kotchap,10,0
Maghoma,10,0
Amo-Ameyaw,10,0
Vinicius,10,0
Agbinone,10,0
Gray,10,0
Henderson,10,0
Patterson,10,0
Collyer,10,0
Igor,10,0
H.Clarke,10,0
Mubama,10,
Gilmour,10,0
Quansah,10,0
Woolfenden,10,0
Orford,10,
Amass,10,0
Webster,10,0
Tierney,10,0
Tomiyasu,10,0
King,10,0
Khusanov,10,
Pedro Lima,10,0
Bogarde,10,0
Mudryk,10,0
Arrizabalaga,10,0
J.Cuenca,10,0
Shaw,10,0
Coleman,10,0
Armstrong,10,0
Krafth,10,0
Thiago,10,0
Kayode,10,
Esse,10,
Botman,10,0
Townsend,10,0
Podence,10,0
Konak,10,0
Fraser,10,0
Cahill,10,0
Godo,10,0
Lankshear,10,0
Davies,10,0
I.Osman,10,0
Alves,10,0
Gross,10,0
Onyeka,10,0
Kporha,10,0
Toney,10,0
Pond,10,0
Samuels,10,0
Nichols,10,0
Valdimarsson,10,0
Yogane,10,0
Moran,10,0
Wilson-Esbrand,10,
Zanka,10,0
Baker-Boaitey,10,0
Barco,10,0
Fitzgerald,10,0
Trevitt,10,0
Simpson-Pusey,10,0
Wright,10,0
Jaros,10,0
Casadei,10,0
Mepham,10,0
Bettinelli,10,0
Neto,10,0
Paulsen,10,0
Travers,10,0
Brierley,10,0
Dasilva,10,0
Bergström,10,0
Flekken,10,0
B.Badiashile,10,0
G.Nunes,10,0
Meupiyou,10,0
Oulad M'hand,10,0
Setford,10,0
Cozier-Duberry,10,0
Mee,10,0
Jørgensen,10,0
Dahoud,10,0
Ogbene,10,0
Dixon,10,0
Kaboré,10,0
J.Araujo,10,0
Swinkels,10,0
Dennis,10,0
Nelson,10,0
Rushworth,10,0
Metcalfe,10,0
Andrey Santos,10,0
Ângelo,10,0
H.Traorè,10,0
Faivre,10,0
Begovic,10,0
Dobbin,10,0
Diaby,10,0
Iraola,10,
Djiga,10,
Barrenechea,10,0
Raya,10,0
Ramsdale,10,0
Morgan,10,
Koné,10,
Moorhouse,10,
Fredricson,10,
Peart-Harris,10,0
Anselmino,10,
Heath,10,
Dermot Mee,10,
Genesis Antwi,10,
Benjamin Fredrick,10,
Echeverri,10,
Mané,10,
Graczyk,10,
Samuels-Smith,10,
Hein,10,0
Harry Howell,10,
Coby Ebere,10,
Yang,10,
Kinsky,10,
Godfrey,10,
Soler,10,
Akinmboni,10,
Okoduwa,10,
Jimoh,10,
Ajayi,10,
Silcott-Duberry,10,
McKenna,10,
Sherif,10,
Gauci,10,0
Adu-Adjei,10,
Hennessey,10,
Dendoncker,10,0
Guardiola,10,
Arteta,10,
Vitor Reis,10,
Olabade Aluko,10,
Marschall,10,0
Kesler-Hayden,10,0
Iling Jr,10,0
Hause,10,0
Sadi,10,
O'Brien-Whitmarsh,10,
Danns,10,
Wilson-Brown,10,
Rees-Dottin,10,
Abbott,10,
Arthur,10,
Brits,10,
Alleyne,10,
Harris,10,
Rodney,10,0
Umeh-Chibueze,10,0
Freddie Simmonds,10,
Zych,10,0
Ji-soo,10,0
Hickey,10,0
Henry,10,0
Kabia,10,0
Heaven,10,0
Kacurri,10,0
Young,10,0
Meghoma,10,0
Wheatley,10,0
Fletcher,10,0
Casey,10,0
Jack Henry-Francis,10,
Monga,10,
Charlie Tasker,10,
Gower,10,
Neave,10,
Hardy,10,
Olusesi,10,
Edozie,10,
McConville,10,
Kinsey,10,
Broggio,10,
Cartwright,10,
Marsh,10,
Nallo,10,
Kukonki,10,
Amissah,10,
Williams-Barnett,10,
Nyoni,10,
Winterburn,10,
Mayers,10,
Slater,10,
King,10,
Dorrington,10,
Rak-Sakyi,10,
Bates,10,
Panzo,10,0
Omobamidele,10,0
O'Brien,10,0
O.Richards,10,0
Mighten,10,0
Marcal,10,0
Iversen,10,0
Hermansen,10,0
Golding,10,0
Worrall,10,0
Mazilu,10,0
Turner,10,0
Rodrigo,10,0
Ortega Moreno,10,0
João Cancelo,10,0
Tom Taylor,10,
Boniface,10,
Jay Robinson,10,
Jake Evans,10,
Onana,10,0
Malacia,10,0
Lindelof,10,0
Ui-jo,10,0
Mara,10,0
Lumley,10,0
Ndaba,10,0
Luongo,10,0
Ladapo,10,0
Humphreys,10,0
Harness,10,0
Edmundson,10,0
Baggott,10,0
Ederson M.,10,0
Carson,10,0
Sels,10,0
R.Williams,10,0
N.Phillips,10,0
Morton,10,0
McConnell,10,0
Dennis,10,0
Danilo,10,0
Da Silva Moreira,10,0
C.Miguel,10,0
Bowler,10,0
White,10,0
J.Alvarez,10,0
Bobb,10,0
Slot,10,
McKenna,10,
Moyes,10,
Glasner,10,
Maresca,10,
Hürzeler,10,
Van Nistelrooy,10,
Silva,10,
Frank,10,
Pereira,10,
Potter,10,
Heaton,10,0
Rusk,10,
Nuno,10,
Martinez,10,0
Cashin,10,
Harrison,10,
Cassanova,10,
Eyestone,10,
Knight,10,
Porter,10,
Fábio Vieira,10,0
Palmer,10,
Postecoglou,10,
Hannibal,10,0
Bayindir,10,0
Hayden,10,0
Dúbravka,10,0
A.Murphy,10,0
Pellistri,10,0
Kelleher,10,0
Targett,10,0
Ruddy,10,0
Pope,10,0
Odysseas,10,0
Amorim,10,
Lascelles,10,0
Kuol,10,0
Kayi Sanda,10,
Emery,10,
Anthony,10,0
Aarons,10,0
Sousa,10,0
Sinisalo,10,0
Olsen,10,0
Nedeljkovic,10,0
Howe,10,
Lewis,10,0
O’Mahony,10,0
Moder,10,0
Ward,10,0
Rak-Sakyi,10,0
Ozoh,10,0
Matthews,10,0
Johnstone,10,0
Holding,10,0
Ebiowei,10,0
Zouma,10,0
N.Aguerd,10,0
McCarthy,10,0
Fabianski,10,0
Earthy,10,0
Areola,10,0
D.D.Fofana,10,0
Chukwuemeka,10,0
Cundle,10,0
Chiwome,10,0
Chirewa,10,0
Chiquinho,10,0
Bentley,10,0
B.Traore,10,0
Foderingham,10,0
Gonzalez,10,0
Fraser,10,0
Fábio Silva,10,0
Ahamada,10,0
Sánchez,10,0
Petrović,10,0
Marc Guiu,10,0
King,10,0
Kalajdžić,10,0
José Sá,10,0
Hoever,10,0
Offiah,10,0
H.Bueno,10,0
Amougou,10,
Kozlowski,10,0
Wiley,10,0
Pivas,10,0
Muric,10,0
Verbruggen,10,0
Undav,10,0
Steele,10,0
Sarmiento,10,0
Peupion,10,0
Hodge,10,0
Stansfield,10,0
Chadi Riad,10,0
Whiteman,10,0
Vicario,10,0
Veliz,10,0
Solomon,10,0
Endo,10,0
Doak,10,0
Clark,10,0
Bajcetic,10,0
A.Becker,10,0
M.Sarr,10,0
Stolarczyk,10,0
Souttar,10,0
Lis,10,0
Larios,10,0
Edwards,10,0
Edozie,10,0
Charles,10,0
Bazunu,10,0
Austin,10,0
A.Phillips,10,0
Taylor,10,0
Ward,10,0
Lukaku,10,0
Kellyman,10,0
Gilchrist,10,0
Gallagher,10,0
M.Salah,11,3
Semenyo,11,5
Palmer,11,4
Haaland,11,7
Cunha,11,2
Eze,11,0
Isak,11,3
Raúl,11,2
B.Fernandes,11,2
Garnacho,11,2
Watkins,11,3
Wissa,11,2
Bowen,11,3
Mbeumo,11,1
N.Jackson,11,2
Madueke,11,4
Kudus,11,0
Trossard,11,2
Luis Díaz,11,1
Delap,11,1
Szoboszlai,11,0
Evanilson,11,1
O.Dango,11,0
Iwobi,11,2
Mateta,11,6
Solanke,11,4
Kluivert,11,1
Gordon,11,2
Wood,11,0
Saka,11,2
Son,11,4
Mitoma,11,1
Savinho,11,2
Strand Larsen,11,1
Gibbs-White,11,1
Johnson,11,3
Barnes,11,2
Rogers,11,1
Welbeck,11,2
Foden,11,2
Vardy,11,0
Havertz,11,0
Neto,11,3
Georginio,11,1
Souček,11,0
Gakpo,11,2
Enzo,11,0
Tavernier,11,0
I.Sarr,11,0
De Bruyne,11,1
João Pedro,11,2
Calvert-Lewin,11,4
Diogo J.,11,0
Martinelli,11,3
Kulusevski,11,0
Schade,11,1
Joelinton,11,2
Alexander-Arnold,11,0
Ødegaard,11,2
Rice,11,0
J.Murphy,11,0
Muniz,11,0
Enciso,11,0
Baleba,11,1
Amad,11,4
L.Paquetá,11,1
Maddison,11,0
Bruno G.,11,3
M.Fernandes,11,3
Mac Allister,11,0
Elanga,11,2
Kovačić,11,1
Pedro Porro,11,0
Hudson-Odoi,11,0
Tielemans,11,0
Gvardiol,11,1
Andreas,11,2
Marmoush,11,
Nketiah,11,0
Adama,11,0
Hutchinson,11,1
Anderson,11,0
Beto,11,0
Rashford,11,0
Smith Rowe,11,2
Buonanotte,11,0
Nørgaard,11,1
Ndiaye,11,2
N.Williams,11,0
Christie,11,1
J.Gomes,11,1
Onuachu,11,0
Damsgaard,11,2
Aït-Nouri,11,1
Yates,11,1
Merino,11,1
Muñoz,11,2
Darwin,11,6
Jones,11,0
Duran,11,0
P.M.Sarr,11,0
Tonali,11,0
A.Doucoure,11,1
Wilson,11,1
Schär,11,1
Bernardo,11,1
Lindstrøm,11,3
Dibling,11,1
J.Ayew,11,1
Minteh,11,0
Casemiro,11,1
Bailey,11,1
Archer,11,0
Zirkzee,11,1
Lewis-Potter,11,0
Harrison,11,0
Gana,11,2
Milenković,11,1
Armstrong,11,1
Mavididi,11,0
Adingra,11,0
McGinn,11,1
Lacroix,11,1
Højlund,11,1
Nkunku,11,0
Kamaldeen,11,0
Ayari,11,0
Gündogan,11,0
Justin,11,0
Lerma,11,0
Doku,11,0
C.Soler,11,1
Tete,11,1
Thomas,11,1
Dalot,11,0
Sancho,11,0
Murillo,11,2
Virgil,11,0
McNeil,11,0
El Khannouss,11,0
Cucurella,11,0
Gabriel,11,0
Nwaneri,11,0
Gusto,11,3
Brooks,11,0
Jota Silva,11,0
Estupiñan,11,1
Bentancur,11,3
Szmodics,11,2
G.Jesus,11,0
Ndidi,11,3
Walker-Peters,11,0
Alcaraz,11,0
João Félix,11,0
O'Riley,11,1
Bellegarde,11,1
Antonio,11,1
Guedes,11,0
Enes Ünal,11,1
O'Shea,11,1
M.Asensio,11,
Tel,11,
Harwood-Bellis,11,1
Jaden,11,1
Hughes,11,0
Dominguez,11,1
Caicedo,11,0
Mavropanos,11,0
Burn,11,1
Gravenberch,11,1
