player_id,team_join_date
498,2024-01-29
499,2022-08-26
500,2024-08-08
501,2025-02-07
674,2025-08-02
684,2025-08-12
502,2024-02-01
503,2024-07-09
504,2023-08-09
505,2024-07-18
506,2023-08-31
507,2023-07-22
508,2022-07-11
509,2024-08-25
510,2025-07-11
511,2024-08-30
512,2022-07-10
513,
514,2022-09-01
515,2022-08-19
516,2023-09-01
517,2024-07-01
518,2024-08-01
519,2023-09-01
520,2022-07-20
521,2023-09-01
522,2018-08-01
523,2024-07-01
524,2024-06-27
525,2023-07-01
526,2025-07-05
527,2022-06-25
669,2025-07-31
675,2025-08-06
252,2025-08-06
528,2018-10-09
529,2024-07-01
530,2024-08-02
531,2022-07-01
532,2022-01-04
533,2022-07-15
534,2023-01-31
535,2021-08-11
536,2024-01-30
537,2021-08-20
538,2021-10-12
539,2018-07-30
540,2023-09-01
541,2025-07-08
542,2023-07-01
543,2025-07-10
544,2025-07-01
545,2022-01-21
546,2024-08-30
547,2025-07-01
548,2024-02-01
549,2018-11-01
550,2024-07-24
551,2022-12-31
552,2025-07-04
553,2025-07-09
554,2022-08-31
555,2024-07-11
556,2023-01-23
557,2024-01-01
558,2022-01-31
559,2023-07-01
560,2025-02-01
561,2023-07-28
562,2024-08-31
563,2023-07-01
564,2023-09-01
668,2025-07-30
670,2025-08-01
678,2025-08-10
683,2025-08-12
565,2023-07-01
566,2017-07-22
567,2025-01-05
568,2023-07-01
569,2022-08-30
570,2025-07-01
571,2014-07-23
572,2024-01-11
573,2022-07-19
574,2022-08-16
575,2023-08-08
576,2023-08-05
577,2025-07-08
578,2025-06-01
579,2015-08-28
580,2023-09-01
581,2023-06-28
582,2025-07-10
583,2023-07-01
584,2025-07-01
585,2022-01-31
586,2024-07-01
587,2022-06-17
588,2024-08-16
589,2023-07-11
590,2021-07-26
591,2024-07-02
592,2024-05-01
593,2021-08-27
594,2025-01-01
595,2024-11-06
596,2024-08-10
597,2022-07-01
598,2022-12-08
599,2020-08-21
673,2025-08-03
600,2022-07-01
601,2024-07-01
602,2022-08-24
603,2025-07-15
604,2022-08-23
605,2024-07-05
606,2023-08-22
607,2022-06-21
608,2022-10-01
609,2025-07-01
610,2024-08-13
611,2022-11-01
612,2022-08-29
613,2020-07-28
614,2023-08-14
615,2024-08-03
616,2023-08-10
617,2022-08-07
618,2024-08-06
619,2024-06-14
620,2023-07-14
621,2023-08-31
622,2022-11-01
623,2021-12-08
624,2020-01-31
625,2024-08-05
626,2023-09-26
659,2025-07-20
671,2025-08-02
679,2025-08-09
627,2024-08-30
628,2021-07-15
629,2023-01-25
630,2023-07-03
631,2025-01-09
632,2023-07-20
633,2021-01-29
634,2021-06-17
635,2024-07-01
636,2023-08-31
637,2022-01-14
638,2020-09-19
639,2024-08-29
640,2024-07-02
641,
642,2022-07-01
643,2024-08-30
644,2023-09-01
645,2025-06-20
646,2023-01-30
647,2022-08-08
648,2025-02-03
649,2023-07-01
650,2023-12-01
651,
652,2023-08-31
653,
654,2025-07-01
655,2020-09-05
656,2022-08-31
657,
658,
663,2025-07-24
682,2025-08-02
