player_id,team_join_date
383,2023-07-20
384,
387,2014-07-01
389,2024-07-17
572,2024-07-19
593,2024-08-13
594,2024-08-13
613,2023-07-01
648,2024-04-12
652,2024-08-30
658,2025-02-01
667,2024-07-12
670,2024-04-06
673,2024-10-29
691,2024-12-03
745,2024-11-11
761,2025-02-01
766,2025-02-02
776,2025-02-15
777,2022-09-07
778,2025-02-15
779,2025-02-15
783,2025-02-06
788,2023-07-24
390,2023-07-19
391,2019-01-31
392,2023-07-23
393,2022-06-28
394,2022-01-30
395,2022-01-31
396,2018-07-01
398,2023-01-29
399,2024-07-01
400,2016-07-11
401,2022-08-26
402,2017-07-19
403,2019-07-24
404,2024-07-01
405,2019-08-08
406,2023-01-01
407,2014-08-04
408,2020-09-09
409,2023-08-08
410,2018-08-09
411,2023-02-01
412,2024-07-01
413,2022-06-23
414,2024-07-01
415,2018-07-26
416,2022-07-01
417,2023-07-03
418,2022-01-07
419,
420,2021-08-13
421,2020-09-07
574,
590,2024-08-08
746,2021-11-08
789,2025-02-07
26,2024-08-21
422,2023-07-22
423,2024-07-01
424,2022-06-25
425,2022-09-01
426,
427,2024-07-09
428,2024-07-01
429,2023-01-16
430,2022-08-13
431,2023-09-01
432,2023-07-25
433,2022-08-19
434,2023-09-01
435,
436,2023-08-31
437,2022-07-11
438,
439,2022-07-20
440,2023-09-01
441,
442,2023-09-01
443,2024-02-01
444,2022-07-20
446,
447,2023-07-01
448,
449,2018-08-01
573,2024-07-18
596,2024-08-01
620,2024-08-16
653,2024-08-30
706,2022-08-22
721,2025-01-13
747,2023-12-20
14,2024-08-30
27,2024-08-16
188,2024-08-16
397,2024-08-30
451,2023-05-27
452,2022-07-09
453,2021-08-10
454,2022-06-17
455,2023-01-23
456,2022-06-21
457,2023-01-26
458,
459,
460,2024-07-03
461,2024-07-01
462,2023-01-31
463,2024-06-14
464,2022-09-01
465,
466,2023-08-07
467,2023-07-12
468,
469,2016-08-01
470,2023-01-31
471,2019-07-22
472,2011-07-01
473,2023-09-01
474,2024-07-14
475,2024-07-01
476,2020-08-11
477,2024-07-05
515,2024-08-30
518,2024-07-16
584,2024-07-30
608,2023-08-07
623,2024-08-20
693,2024-08-27
718,2025-01-01
719,2025-01-09
734,2025-01-21
748,2025-04-07
798,2024-08-27
804,2024-08-27
82,2024-08-10
478,
479,2017-07-22
480,2022-01-31
481,2024-07-01
482,2022-06-17
483,
484,2014-07-23
485,
486,2024-01-11
487,
488,2022-06-10
489,2024-07-02
490,
491,2023-09-01
492,2023-07-01
493,
494,2023-06-28
495,2023-07-01
496,2020-09-19
497,2022-07-01
498,2022-08-30
499,2021-08-27
500,2020-08-21
502,
503,2015-08-28
504,2022-07-19
505,2022-08-16
506,2023-08-08
507,
508,2023-07-01
509,2024-01-09
510,2016-07-01
609,2022-12-08
610,2024-05-01
612,2024-08-16
683,2024-11-06
684,2024-11-22
689,2024-11-06
699,2022-12-08
700,2024-11-27
716,2025-01-05
717,2025-01-01
729,2024-10-02
749,2023-07-01
760,2024-10-02
767,2025-02-02
768,2025-02-03
123,2025-02-03
388,2024-08-13
511,2023-08-10
512,2015-09-01
513,2022-07-01
514,2020-01-31
516,2020-10-02
517,2014-07-03
519,
520,2022-08-23
521,2018-06-20
522,2024-07-01
523,2023-01-20
524,2024-07-05
525,2023-08-27
526,2024-06-14
527,2022-08-29
528,2023-08-22
529,
530,2020-07-28
531,2023-08-14
532,
576,2023-08-31
587,2024-08-03
588,2024-08-06
589,2024-08-05
591,2024-08-10
643,2022-11-01
654,2024-08-30
677,2022-10-01
686,2024-11-29
701,2022-11-01
750,2025-01-09
204,2024-08-30
533,2021-07-09
534,2023-07-01
535,2023-09-01
536,2023-01-25
537,
538,2023-12-01
539,2024-03-08
540,2019-07-16
541,2023-07-01
542,2023-01-22
543,2023-07-20
544,2024-07-01
545,
546,2022-11-05
547,2023-08-31
548,2022-08-08
549,
550,2022-07-01
551,
552,
553,2023-01-30
554,2021-07-15
555,2022-08-31
556,2023-07-03
557,2023-01-13
558,2021-06-17
559,2020-09-23
561,2024-07-02
562,
563,2024-07-01
564,2023-08-31
565,2023-01-17
566,2024-07-02
567,2022-01-14
637,2024-08-29
642,2024-08-30
655,2024-08-30
664,2024-09-17
682,2024-11-22
711,2024-03-02
720,2025-01-09
751,2024-12-19
769,2025-02-03
770,2025-02-03
784,2025-02-24
